MatchID,Date,HomeTeam,AwayTeam,Venue,Tournament,Round,HomeScore,AwayScore,HomeTriesScored,AwayTriesScored,HomePossession%,AwayPossession%,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PlayerName,PlayerTeam,PlayerPosition,PlayerNationality,PlayerAge,PlayerCaps,PlayerTries,PlayerConversions,PlayerPenalties,PlayerYellowCards,PlayerRedCards,TacklesMade,TacklesMissed,MetresCarried,Result
1313,2015-02-20,Ireland Rugby,Spain Rugby,"Stade de France, Paris",Rugby Europe Championship,6,59,64,8,8,53,47,0,0,0,1,Sean Caelan,Ireland Rugby,Scrum-half,Ireland,30,74,3,0,0,0,0,16,0,155,Away Win
1314,2022-06-24,Samoa Rugby,Scotland Rugby,"Ellis Park, Johannesburg",World Rugby U20 Championship,4,51,42,7,6,51,49,0,0,0,0,Stuart Taylor,Scotland Rugby,Fullback,Scotland,32,69,1,0,3,0,0,19,4,73,Home Win
1315,2015-03-04,Australia Wallabies,Uruguay Rugby,"Principality Stadium, Cardiff",The Rugby Championship,8,5,27,1,2,40,60,2,0,0,0,Mason Curry,Uruguay Rugby,Inside Centre,Argentina,27,72,1,0,0,0,0,10,1,11,Away Win
1316,2024-09-03,Ireland Rugby,Wales Rugby,"Twickenham, London",Rugby World Cup,6,48,48,7,6,58,42,0,1,0,0,Stuart Watson,Wales Rugby,Fullback,Wales,29,68,3,0,2,0,0,5,2,10,Draw
1317,2016-05-09,Japan Brave Blossoms,Australia Wallabies,"Murrayfield, Edinburgh",Autumn Internationals,4,30,28,2,4,64,36,0,0,0,0,Sam Jones,Japan Brave Blossoms,Fullback,Japan,25,70,1,0,0,0,0,11,3,72,Home Win
1318,2021-08-09,France XV,Uruguay Rugby,"Ellis Park, Johannesburg",Rugby Europe Championship,3,39,23,4,1,42,58,0,0,0,0,Siya Jones,France XV,Openside Flanker,Ivory Coast,28,13,2,0,0,0,0,20,0,162,Home Win
1319,2019-03-07,Australia Wallabies,USA Eagles,"ANZ National Stadium, Suva",Rugby World Cup,4,12,48,0,6,41,59,0,0,0,0,Pieter Russell,Australia Wallabies,Scrum-half,Fiji,26,85,1,0,0,0,0,9,7,125,Away Win
1320,2022-06-08,Japan Brave Blossoms,Georgia Rugby,"ANZ National Stadium, Suva",Autumn Internationals,2,18,52,2,7,47,53,0,1,0,0,Cian Smith,Georgia Rugby,Lock,Georgia,27,35,1,0,0,0,0,1,8,82,Away Win
1321,2019-08-14,Fiji Rugby,South Africa Springboks,"Stade de France, Paris",Pacific Nations Cup,3,45,31,8,3,52,48,0,0,0,0,Hamish Williams,South Africa Springboks,Left Wing,South Africa,29,7,1,0,0,0,0,5,8,101,Home Win
1322,2023-02-17,South Africa Springboks,New Zealand All Blacks,"Principality Stadium, Cardiff",Rugby Europe Championship,8,0,15,0,2,55,45,1,0,0,0,Mason Furlong,New Zealand All Blacks,Fullback,New Zealand,23,35,0,0,0,0,0,13,0,3,Away Win
1323,2023-12-01,Fiji Rugby,Georgia Rugby,"Aviva Stadium, Dublin",The Rugby Championship,8,28,13,3,1,48,52,0,2,0,0,Noah Russell,Fiji Rugby,Inside Centre,Fiji,35,51,2,0,0,0,0,14,3,147,Home Win
1324,2023-03-07,England Rugby,Ireland Rugby,"Stadio Olimpico, Rome",Autumn Internationals,4,25,23,1,2,51,49,0,0,0,0,Richie Furlong,Ireland Rugby,Blindside Flanker,New Zealand,22,107,1,0,0,0,0,19,6,1,Home Win
1325,2023-12-24,Uruguay Rugby,Canada Rugby,"Ellis Park, Johannesburg",Rugby World Cup,7,5,45,1,6,51,49,0,0,0,1,Alun Johnson,Uruguay Rugby,Left Wing,Argentina,22,103,3,0,0,0,0,13,6,2,Away Win
1326,2019-09-22,Australia Wallabies,Ireland Rugby,"Stade de France, Paris",Rugby Europe Championship,6,57,32,8,4,64,36,0,2,0,0,Siya Faletau,Ireland Rugby,Tighthead Prop,Ireland,31,20,3,0,0,0,0,9,3,51,Home Win
1327,2015-04-09,Scotland Rugby,Tonga Rugby,"Aviva Stadium, Dublin",Rugby Europe Championship,7,34,43,4,5,52,48,0,0,0,0,Finn de Klerk,Scotland Rugby,Fly-half,New Zealand,30,14,1,4,4,0,0,18,4,157,Away Win
1328,2015-06-03,Australia Wallabies,USA Eagles,"Mikheil Meskhi Stadium, Tbilisi",Rugby World Cup,3,58,55,8,7,51,49,1,0,0,0,Richie Watson,USA Eagles,Blindside Flanker,New Zealand,29,68,0,0,0,0,0,5,4,36,Home Win
1329,2022-11-12,New Zealand All Blacks,Tonga Rugby,"Apia Park, Samoa",Autumn Internationals,4,55,34,8,3,35,65,0,0,0,0,Faf de Klerk,Tonga Rugby,Scrum-half,Tonga,29,118,0,0,0,0,0,8,7,101,Home Win
1330,2022-03-16,Spain Rugby,Georgia Rugby,"Apia Park, Samoa",Rugby Europe Championship,2,15,36,0,5,57,43,0,1,0,0,Grégoire Henshaw,Spain Rugby,Inside Centre,Spain,26,8,2,0,0,0,0,6,0,85,Away Win
1331,2015-02-07,Tonga Rugby,Georgia Rugby,"Stadio Olimpico, Rome",Rugby Europe Championship,3,22,13,4,1,54,46,0,0,0,0,Conor Hogg,Tonga Rugby,Blindside Flanker,New Zealand,23,16,2,0,0,0,0,2,7,22,Home Win
1332,2022-02-24,Wales Rugby,Tonga Rugby,"Stade de France, Paris",The Rugby Championship,4,25,32,2,4,40,60,0,0,0,0,Finn Ntamack,Tonga Rugby,Lock,Tonga,27,90,3,0,0,0,0,18,5,89,Away Win
1333,2021-06-21,Romania Rugby,Wales Rugby,"Teufaiva Stadium, Tonga",World Rugby U20 Championship,5,31,43,3,5,41,59,0,0,0,0,Mason Watson,Romania Rugby,Fly-half,France,24,42,2,4,3,0,0,10,1,161,Away Win
1334,2023-03-25,Australia Wallabies,Uruguay Rugby,"Eden Park, Auckland",Autumn Internationals,8,39,48,6,6,58,42,0,0,0,0,Lucas Faletau,Australia Wallabies,Openside Flanker,Fiji,30,100,2,0,0,1,0,0,2,131,Away Win
1335,2016-05-26,Fiji Rugby,South Africa Springboks,"Teufaiva Stadium, Tonga",Six Nations,6,39,51,7,6,39,61,0,0,0,0,Benjamin Furlong,Fiji Rugby,Lock,Fiji,26,20,2,0,0,0,0,3,7,140,Away Win
1336,2017-07-25,Ireland Rugby,Samoa Rugby,"Stadium Australia, Sydney",The Rugby Championship,7,39,65,6,8,58,42,2,0,0,0,Faf Dupont,Ireland Rugby,Scrum-half,New Zealand,23,106,0,0,0,0,0,2,3,35,Away Win
1337,2019-07-06,Uruguay Rugby,South Africa Springboks,"Twickenham, London",Autumn Internationals,2,60,23,7,1,47,53,1,0,0,0,Liam Russell,South Africa Springboks,Left Wing,South Africa,25,86,3,0,0,0,0,13,4,162,Home Win
1338,2021-09-25,France XV,Wales Rugby,"Principality Stadium, Cardiff",Rugby Europe Championship,2,15,12,2,0,61,39,0,1,0,0,Alun Watson,France XV,Blindside Flanker,France,28,7,2,0,0,0,0,9,0,138,Home Win
1339,2018-03-03,Canada Rugby,Tonga Rugby,"Estadio Jose Amalfitani, Buenos Aires",Rugby World Cup,3,18,52,2,7,57,43,0,1,0,0,William Dupont,Tonga Rugby,Blindside Flanker,,24,5,1,0,0,0,0,3,6,131,Away Win
1340,2016-04-19,England Rugby,Georgia Rugby,"Aviva Stadium, Dublin",The Rugby Championship,4,18,36,0,5,43,57,0,1,0,0,Beauden de Klerk,Georgia Rugby,Loosehead Prop,Georgia,23,53,1,0,0,0,0,4,4,68,Away Win
1341,2024-07-21,Spain Rugby,Georgia Rugby,"National Stadium, Tokyo",The Rugby Championship,7,41,56,7,8,46,54,1,0,0,0,Tadhg Curry,Spain Rugby,Loosehead Prop,Argentina,27,85,0,0,0,0,0,11,1,53,Away Win
1342,2024-07-14,Spain Rugby,Samoa Rugby,"Teufaiva Stadium, Tonga",Rugby World Cup,5,58,50,8,7,47,53,0,1,0,0,Finn Johnson,Spain Rugby,Outside Centre,Argentina,27,100,3,0,0,0,0,6,6,153,Home Win
1343,2018-07-16,Canada Rugby,Tonga Rugby,"Teufaiva Stadium, Tonga",Autumn Internationals,5,45,12,7,2,52,48,1,1,0,0,Finn Henshaw,Canada Rugby,Openside Flanker,New Zealand,24,54,3,0,0,0,0,7,2,156,Home Win
1344,2020-01-24,Uruguay Rugby,England Rugby,"National Stadium, Tokyo",Rugby Europe Championship,7,55,50,8,8,58,42,1,0,0,0,Beauden Williams,England Rugby,Fullback,England,25,4,1,0,4,0,0,19,7,61,Home Win
1345,2015-12-02,Georgia Rugby,England Rugby,"ANZ National Stadium, Suva",World Rugby U20 Championship,7,70,46,8,7,65,35,0,0,0,0,Owen Furlong,Georgia Rugby,Loosehead Prop,Georgia,27,38,3,0,0,0,0,1,5,102,Home Win
1346,2020-07-22,France XV,Wales Rugby,"Stadium Australia, Sydney",Six Nations,4,49,30,7,3,57,43,0,1,0,0,Beauden Porter,Wales Rugby,Number 8,New Zealand,21,43,3,0,0,0,0,19,0,35,Home Win
1347,2022-11-10,Japan Brave Blossoms,USA Eagles,"Twickenham, London",World Rugby U20 Championship,3,27,27,2,4,35,65,1,0,0,0,Taulupe Furlong,USA Eagles,Right Wing,South Africa,21,67,3,0,0,0,0,11,2,150,Draw
1348,2016-06-08,Tonga Rugby,New Zealand All Blacks,"Aviva Stadium, Dublin",Six Nations,4,29,23,2,4,46,54,0,0,0,0,Faf Carbery,Tonga Rugby,Loosehead Prop,Tonga,24,52,0,0,0,1,0,8,8,136,Home Win
1349,2018-12-23,Australia Wallabies,Argentina Pumas,"Murrayfield, Edinburgh",,1,39,45,4,8,58,42,1,0,0,0,Sean Kolbe,Australia Wallabies,Fly-half,Australia,26,98,3,3,0,0,0,10,1,50,Away Win
1350,2022-11-07,Italy Rugby,France XV,"National Stadium, Tokyo",Rugby Europe Championship,8,6,37,0,4,55,45,0,0,0,1,Justin Kolbe,France XV,Blindside Flanker,Senegal,28,36,2,0,0,0,0,5,7,1,Away Win
1351,2023-03-07,Georgia Rugby,Fiji Rugby,"Teufaiva Stadium, Tonga",Rugby World Cup,4,37,36,3,4,50,50,0,0,0,0,Kieran Barrett,Georgia Rugby,Outside Centre,Georgia,32,51,1,0,0,0,0,5,5,132,Home Win
1352,2017-05-11,Japan Brave Blossoms,Tonga Rugby,"Apia Park, Samoa",The Rugby Championship,6,56,46,7,4,48,52,0,1,0,0,Conor Smith,Japan Brave Blossoms,Right Wing,South Africa,30,91,1,0,0,0,0,9,5,6,Home Win
1353,2018-03-11,France XV,England Rugby,"Apia Park, Samoa",Autumn Internationals,8,6,44,0,6,53,47,0,0,0,0,Beauden Brown,England Rugby,Number 8,South Africa,26,18,0,0,0,0,0,13,2,38,Away Win
1354,2017-02-28,Japan Brave Blossoms,New Zealand All Blacks,"Teufaiva Stadium, Tonga",World Rugby U20 Championship,6,38,47,5,7,49,51,0,0,0,1,Sam Furlong,New Zealand All Blacks,Fullback,New Zealand,26,3,1,0,0,0,0,15,0,135,Away Win
1355,2019-10-11,Canada Rugby,Uruguay Rugby,,Rugby World Cup,2,8,74,1,8,51,49,1,0,0,0,Romain de Klerk,Canada Rugby,Number 8,Canada,22,58,1,0,0,0,0,20,5,,Away Win
1356,2018-06-14,New Zealand All Blacks,South Africa Springboks,"Twickenham, London",The Rugby Championship,4,49,64,5,8,53,47,1,1,0,0,Rory Ntamack,New Zealand All Blacks,Tighthead Prop,New Zealand,26,13,0,0,0,0,0,1,2,138,Away Win
1357,2020-01-05,Scotland Rugby,Wales Rugby,"Mikheil Meskhi Stadium, Tbilisi",,2,45,0,6,0,49,51,0,0,0,0,Finn Watson,Scotland Rugby,Fullback,Scotland,25,75,0,0,1,0,0,15,5,81,Home Win
1358,2021-02-12,Tonga Rugby,Georgia Rugby,"Stadium Australia, Sydney",The Rugby Championship,2,47,35,6,4,60,40,0,0,1,0,Ethan Kolbe,Georgia Rugby,Tighthead Prop,Georgia,28,73,0,0,0,0,0,15,0,15,Home Win
1359,2017-06-04,USA Eagles,Ireland Rugby,"Teufaiva Stadium, Tonga",Six Nations,1,58,27,7,3,64,36,1,0,0,0,Oliver Furlong,USA Eagles,Right Wing,New Zealand,23,,3,0,0,0,0,19,8,43,Home Win
1360,2017-10-26,Canada Rugby,Georgia Rugby,"ANZ National Stadium, Suva",Rugby World Cup,5,49,54,7,7,52,48,0,0,0,0,Sean Watson,Canada Rugby,Tighthead Prop,Canada,29,104,1,0,0,0,0,3,6,72,Away Win
1361,2024-05-25,USA Eagles,Canada Rugby,"Mikheil Meskhi Stadium, Tbilisi",Six Nations,6,52,42,6,5,64,36,1,0,0,0,Liam Taylor,USA Eagles,Left Wing,USA,33,5,1,0,0,0,0,18,7,123,Home Win
1362,2019-11-25,Georgia Rugby,France XV,"Estadio Jose Amalfitani, Buenos Aires",The Rugby Championship,6,30,38,2,4,49,51,0,0,0,0,Romain Henshaw,Georgia Rugby,Loosehead Prop,Georgia,26,70,1,0,0,0,0,3,1,140,Away Win
1363,2023-04-05,Australia Wallabies,Italy Rugby,"Stadio Olimpico, Rome",World Rugby U20 Championship,4,12,35,0,3,51,49,0,1,0,0,Kieran Brown,Australia Wallabies,Left Wing,New Zealand,28,22,1,0,0,0,0,,8,156,Away Win
1364,2020-03-24,Uruguay Rugby,Georgia Rugby,"Aviva Stadium, Dublin",Rugby World Cup,2,39,58,4,8,54,46,2,0,0,0,Antoine van der Merwe,Uruguay Rugby,Tighthead Prop,Uruguay,29,83,3,0,0,0,0,11,1,57,Away Win
1365,2015-11-04,Argentina Pumas,Samoa Rugby,"Estadio Jose Amalfitani, Buenos Aires",The Rugby Championship,2,67,19,7,3,52,48,0,0,0,1,Oliver Curry,Samoa Rugby,Right Wing,New Zealand,25,115,2,0,0,0,0,18,2,177,Home Win
1366,2021-07-02,Scotland Rugby,USA Eagles,"ANZ National Stadium, Suva",Rugby World Cup,5,37,39,4,4,61,39,0,0,0,0,Finn Russell,USA Eagles,Lock,USA,27,76,3,0,0,0,0,15,8,155,Away Win
1367,2016-02-25,France XV,Spain Rugby,"Stade de France, Paris",The Rugby Championship,7,52,9,6,0,53,47,1,0,0,0,Rory Caelan,Spain Rugby,Tighthead Prop,Spain,27,4,2,0,0,0,0,0,7,64,Home Win
1368,2018-09-25,Argentina Pumas,Australia Wallabies,"Stadio Olimpico, Rome",Pacific Nations Cup,6,60,36,6,5,62,38,0,0,0,0,Richie Brown,Argentina Pumas,Fullback,Argentina,27,93,0,0,3,0,0,5,6,51,Home Win
1369,2024-05-17,France XV,Scotland Rugby,"Apia Park, Samoa",World Rugby U20 Championship,5,56,67,8,8,37,63,0,0,0,0,Ethan Porter,Scotland Rugby,Blindside Flanker,New Zealand,23,69,2,0,0,0,0,3,4,,Away Win
1370,2018-04-08,Uruguay Rugby,Scotland Rugby,"Murrayfield, Edinburgh",World Rugby U20 Championship,4,12,18,2,0,54,46,0,0,0,1,Finn Watson,Uruguay Rugby,Fly-half,Argentina,27,52,3,5,2,0,1,8,6,94,Away Win
1371,2024-03-04,Scotland Rugby,Romania Rugby,"Mikheil Meskhi Stadium, Tbilisi",Rugby Europe Championship,8,45,48,8,5,46,54,0,0,0,1,Stuart Jones,Romania Rugby,Number 8,France,28,80,3,0,0,0,0,5,0,143,Away Win
1372,2019-12-01,Argentina Pumas,Spain Rugby,"Apia Park, Samoa",Pacific Nations Cup,8,51,19,6,2,44,56,0,0,0,0,Justin Carbery,Spain Rugby,Fly-half,Spain,32,41,0,4,0,0,0,3,1,157,Home Win
1373,2016-06-03,New Zealand All Blacks,USA Eagles,"Ellis Park, Johannesburg",Autumn Internationals,7,43,54,6,6,45,55,0,0,0,0,Benjamin Johnson,USA Eagles,Lock,New Zealand,30,52,1,0,0,0,1,20,1,86,Away Win
1374,2015-01-11,New Zealand All Blacks,Canada Rugby,"Principality Stadium, Cardiff",The Rugby Championship,1,42,17,5,1,50,50,0,0,0,0,Stuart Johnson,New Zealand All Blacks,Fullback,New Zealand,35,57,1,0,4,0,0,0,0,137,Home Win
1375,2022-04-20,Australia Wallabies,France XV,"Twickenham, London",Pacific Nations Cup,6,47,69,7,8,52,48,0,0,0,1,Antoine Jones,France XV,Blindside Flanker,France,23,8,3,0,0,0,0,18,1,133,Away Win
1376,2017-08-25,Japan Brave Blossoms,Samoa Rugby,"Stade de France, Paris",The Rugby Championship,7,45,30,6,6,50,50,0,0,0,0,Josh Jones,Samoa Rugby,Lock,Samoa,30,12,2,0,0,0,0,18,,44,Home Win
1377,2023-03-17,Italy Rugby,Canada Rugby,"Stadium Australia, Sydney",World Rugby U20 Championship,1,24,20,3,1,45,55,0,0,0,0,Malcolm Barrett,Italy Rugby,Fullback,Italy,27,89,0,0,2,0,0,10,,99,Home Win
1378,2019-04-21,Italy Rugby,Spain Rugby,"Apia Park, Samoa",The Rugby Championship,7,6,54,0,6,63,37,0,1,0,0,Grégoire Taylor,Spain Rugby,Left Wing,Spain,35,89,1,0,0,0,0,5,7,17,Away Win
1379,2019-02-25,Japan Brave Blossoms,Spain Rugby,"Ellis Park, Johannesburg",Autumn Internationals,4,10,58,1,8,36,64,0,0,0,0,William Kolbe,Japan Brave Blossoms,Openside Flanker,Japan,23,79,2,0,0,0,0,19,0,169,Away Win
1380,2020-08-07,Argentina Pumas,Australia Wallabies,"Mikheil Meskhi Stadium, Tbilisi",World Rugby U20 Championship,1,44,34,6,6,42,58,0,0,0,0,Cian Lowe,Australia Wallabies,Scrum-half,Australia,23,37,1,0,0,0,0,,1,175,Home Win
1381,2021-01-19,Scotland Rugby,New Zealand All Blacks,"Eden Park, Auckland",Rugby Europe Championship,7,5,30,1,3,61,39,1,1,0,0,Cian Carbery,New Zealand All Blacks,Number 8,New Zealand,24,79,2,0,0,0,1,14,7,39,Away Win
1382,2015-07-26,Australia Wallabies,Tonga Rugby,"Aviva Stadium, Dublin",Six Nations,1,44,54,7,6,55,45,0,1,0,0,Malcolm Watson,Tonga Rugby,Blindside Flanker,New Zealand,18,44,2,0,0,0,0,16,3,62,Away Win
1383,2019-04-13,Italy Rugby,Samoa Rugby,"Twickenham, London",Autumn Internationals,2,48,50,8,7,41,59,0,1,0,0,Grégoire Smith,Samoa Rugby,Inside Centre,Samoa,24,27,3,0,0,0,0,18,2,164,Away Win
1384,2015-11-04,Fiji Rugby,Canada Rugby,"Teufaiva Stadium, Tonga",Rugby World Cup,2,18,0,0,0,45,55,1,0,0,1,Faf Lowe,Canada Rugby,Fullback,Canada,23,41,3,0,3,0,0,9,1,143,Home Win
1385,2016-11-05,Argentina Pumas,Scotland Rugby,"Mikheil Meskhi Stadium, Tbilisi",Autumn Internationals,2,9,21,0,2,40,60,1,0,1,0,Stuart Johnson,Scotland Rugby,Number 8,Australia,27,115,0,0,0,1,0,18,5,86,Away Win
1386,2019-12-26,Wales Rugby,Samoa Rugby,"Teufaiva Stadium, Tonga",Rugby World Cup,6,53,18,7,0,43,57,0,0,0,0,Kieran Jones,Samoa Rugby,Left Wing,New Zealand,28,31,2,0,0,0,1,10,0,69,Home Win
1387,2019-07-07,Romania Rugby,New Zealand All Blacks,"Mikheil Meskhi Stadium, Tbilisi",Autumn Internationals,7,55,9,6,0,45,55,0,0,1,0,Pieter Furlong,New Zealand All Blacks,Lock,New Zealand,34,71,1,0,0,0,0,14,,170,Home Win
1388,2024-04-25,England Rugby,Australia Wallabies,"Ellis Park, Johannesburg",Rugby Europe Championship,2,3,12,0,0,55,45,2,2,0,0,Henry Jones,England Rugby,Inside Centre,New Zealand,,18,1,0,0,0,0,5,,23,Away Win
1389,2024-12-06,Wales Rugby,USA Eagles,"Murrayfield, Edinburgh",The Rugby Championship,1,38,13,7,2,43,57,0,0,1,0,Finn Dupont,Wales Rugby,Outside Centre,,24,30,1,0,0,0,0,9,6,129,Home Win
1390,2016-01-03,Japan Brave Blossoms,Australia Wallabies,"Murrayfield, Edinburgh",The Rugby Championship,1,40,22,6,1,56,44,0,0,0,0,Siya Watson,Japan Brave Blossoms,Blindside Flanker,Australia,23,96,3,0,0,0,0,15,,139,Home Win
1391,2022-08-05,Tonga Rugby,Uruguay Rugby,"Twickenham, London",World Rugby U20 Championship,7,60,6,6,0,47,53,2,0,0,0,Finn Johnson,Tonga Rugby,Lock,Tonga,28,13,0,0,0,0,0,10,3,5,Home Win
1392,2022-11-02,Italy Rugby,Australia Wallabies,"Stadium Australia, Sydney",Rugby World Cup,2,36,46,5,7,51,49,1,1,0,0,Kieran Dupont,Australia Wallabies,Left Wing,Fiji,21,40,3,0,0,0,0,16,4,87,Away Win
1393,2018-06-21,Wales Rugby,Samoa Rugby,"Mikheil Meskhi Stadium, Tbilisi",Autumn Internationals,5,53,38,8,5,65,35,0,0,1,0,Alun Caelan,Wales Rugby,Number 8,Wales,34,114,0,0,0,0,0,12,2,159,Home Win
1394,2017-06-28,Wales Rugby,Japan Brave Blossoms,"Teufaiva Stadium, Tonga",Rugby World Cup,8,21,37,3,3,54,46,0,0,0,0,Callum Lowe,Japan Brave Blossoms,Fly-half,New Zealand,31,16,2,5,0,0,0,16,,63,Away Win
1395,2020-08-25,Italy Rugby,England Rugby,"Mikheil Meskhi Stadium, Tbilisi",Six Nations,8,50,60,6,8,38,62,1,0,0,0,Finn Taylor,England Rugby,Blindside Flanker,England,25,3,0,0,0,0,0,15,5,36,Away Win
1396,2020-10-25,South Africa Springboks,Fiji Rugby,"National Stadium, Tokyo",Rugby World Cup,1,13,40,2,7,38,62,0,1,0,0,Benjamin Faletau,Fiji Rugby,Blindside Flanker,Fiji,20,97,0,0,0,0,0,16,6,164,Away Win
1397,2015-11-22,Scotland Rugby,Argentina Pumas,"Estadio Jose Amalfitani, Buenos Aires",Rugby World Cup,1,18,53,3,7,42,58,1,2,0,0,Noah Watson,Argentina Pumas,Outside Centre,Argentina,32,38,3,0,0,0,0,13,8,,Away Win
1398,2018-03-18,Australia Wallabies,Italy Rugby,"Eden Park, Auckland",World Rugby U20 Championship,5,33,59,4,8,61,39,0,0,0,0,Henry Henshaw,Italy Rugby,Lock,South Africa,26,58,0,0,0,0,0,16,6,52,Away Win
1399,2019-06-15,Wales Rugby,Spain Rugby,,World Rugby U20 Championship,4,34,15,4,3,41,59,1,1,0,0,Hugo Curry,Spain Rugby,Fly-half,Argentina,31,,1,3,3,0,0,,1,,Home Win
1400,2016-01-12,Romania Rugby,Australia Wallabies,"Stade de France, Paris",World Rugby U20 Championship,4,39,44,6,5,35,65,0,0,0,0,Henry Henshaw,Australia Wallabies,Inside Centre,Australia,20,88,0,0,0,0,0,5,0,28,Away Win
1401,2016-07-22,Ireland Rugby,Scotland Rugby,"Principality Stadium, Cardiff",Rugby World Cup,1,52,36,7,6,53,47,1,0,1,0,Owen Barrett,Scotland Rugby,Outside Centre,Australia,24,,0,0,0,0,0,6,3,176,Home Win
1402,2019-06-03,Scotland Rugby,South Africa Springboks,"National Stadium, Tokyo",The Rugby Championship,8,54,56,7,8,58,42,0,0,0,0,Antoine Itoje,Scotland Rugby,Number 8,Australia,27,45,2,0,0,0,0,15,8,104,Away Win
1403,2020-09-28,Australia Wallabies,South Africa Springboks,"ANZ National Stadium, Suva",Six Nations,6,62,25,8,2,47,53,0,0,0,0,Lucas Caelan,Australia Wallabies,Loosehead Prop,Fiji,27,33,1,0,0,0,0,10,7,29,Home Win
1404,2018-11-21,Italy Rugby,France XV,"Murrayfield, Edinburgh",Six Nations,4,3,54,0,8,57,43,2,0,0,0,Noah Smith,Italy Rugby,Loosehead Prop,Italy,25,38,0,0,0,0,0,2,1,,Away Win
1405,2024-10-16,Japan Brave Blossoms,Georgia Rugby,"ANZ National Stadium, Suva",Pacific Nations Cup,1,55,0,7,0,43,57,0,1,0,0,Finn Lowe,Japan Brave Blossoms,Fullback,South Africa,29,45,3,0,0,0,0,2,7,64,Home Win
1406,2020-05-18,Uruguay Rugby,South Africa Springboks,"Teufaiva Stadium, Tonga",World Rugby U20 Championship,8,30,33,3,6,53,47,1,1,0,0,Conor Porter,Uruguay Rugby,Fly-half,Argentina,22,50,0,2,4,0,0,5,7,75,Away Win
1407,2021-12-26,Scotland Rugby,New Zealand All Blacks,"ANZ National Stadium, Suva",Six Nations,7,6,40,0,4,56,44,0,0,0,0,Kieran Taylor,Scotland Rugby,Tighthead Prop,Scotland,26,95,0,0,0,0,0,13,0,,Away Win
1408,2020-08-13,England Rugby,Japan Brave Blossoms,"Estadio Jose Amalfitani, Buenos Aires",Six Nations,3,17,3,1,0,56,44,0,0,0,0,Finn Caelan,Japan Brave Blossoms,Openside Flanker,Japan,27,15,0,0,0,0,0,,6,2,Home Win
1409,2022-04-07,Fiji Rugby,Scotland Rugby,"ANZ National Stadium, Suva",Autumn Internationals,8,46,29,7,3,55,45,0,1,0,0,Owen Watson,Fiji Rugby,Hooker,Fiji,29,73,1,0,0,0,0,20,,57,Home Win
1410,2022-10-27,Samoa Rugby,Italy Rugby,"Stadio Olimpico, Rome",Six Nations,3,50,56,7,8,51,49,0,1,0,0,Ethan Doris,Samoa Rugby,Left Wing,Samoa,29,6,2,0,0,0,0,20,5,77,Away Win
1411,2024-10-22,Romania Rugby,Canada Rugby,"Teufaiva Stadium, Tonga",Pacific Nations Cup,3,46,41,7,5,52,48,0,0,0,0,Sam Watson,Canada Rugby,Lock,New Zealand,22,41,2,0,0,0,0,11,4,49,Home Win
1412,2018-11-22,Ireland Rugby,Fiji Rugby,,World Rugby U20 Championship,6,32,52,3,7,63,37,0,0,0,0,Alun Itoje,Fiji Rugby,Lock,Fiji,20,51,3,0,0,0,0,14,8,87,Away Win
1413,2022-09-19,Argentina Pumas,USA Eagles,"Stadio Olimpico, Rome",The Rugby Championship,7,30,35,3,4,54,46,0,0,0,0,James Jones,Argentina Pumas,Right Wing,Argentina,32,9,2,0,0,0,0,4,1,175,Away Win
1414,2018-10-20,Scotland Rugby,Argentina Pumas,"National Stadium, Tokyo",Rugby Europe Championship,5,46,39,8,5,53,47,0,0,0,0,Jamie Smith,Scotland Rugby,Tighthead Prop,,28,12,2,0,0,0,0,7,6,56,Home Win
1415,2022-04-08,Spain Rugby,Tonga Rugby,"Ellis Park, Johannesburg",Rugby Europe Championship,2,51,48,6,7,62,38,0,0,0,0,Josh Dupont,Tonga Rugby,Blindside Flanker,New Zealand,24,3,3,0,0,0,0,14,3,95,Home Win
1416,2019-04-13,Argentina Pumas,Scotland Rugby,"National Stadium, Tokyo",Autumn Internationals,1,30,17,3,1,46,54,0,0,0,0,Romain de Klerk,Scotland Rugby,Blindside Flanker,Scotland,33,30,2,0,0,0,1,15,2,43,Home Win
1417,2017-02-20,Scotland Rugby,England Rugby,"Apia Park, Samoa",Pacific Nations Cup,1,37,10,4,1,44,56,0,0,0,0,Kieran Watson,England Rugby,Hooker,South Africa,27,30,0,0,0,0,0,5,,140,Home Win
1418,2023-02-25,Argentina Pumas,Australia Wallabies,"Murrayfield, Edinburgh",Pacific Nations Cup,6,17,28,2,2,35,65,0,0,0,0,Mason Johnson,Argentina Pumas,Loosehead Prop,Argentina,31,61,1,0,0,0,0,19,5,146,Away Win
1419,2015-05-15,Tonga Rugby,Ireland Rugby,"Estadio Jose Amalfitani, Buenos Aires",Rugby Europe Championship,8,50,61,6,8,65,35,0,0,0,0,Josh Faletau,Ireland Rugby,Tighthead Prop,New Zealand,27,65,3,0,0,0,0,2,5,,Away Win
1420,2024-12-05,Ireland Rugby,Uruguay Rugby,"ANZ National Stadium, Suva",Rugby Europe Championship,5,35,24,6,3,43,57,0,0,0,0,Charles Jones,Uruguay Rugby,Lock,Uruguay,35,19,0,0,0,0,0,14,6,167,Home Win
