MovieID,Title,Year,Genre,Director,Cast,Language,Country,Runtime(min),Rating,Votes,Budget(million$),Revenue(million$),Keywords,Overview,Popularity
MV1192,Blade Runner,1994,Action,Quentin Tarantino,Margot Robbie|Christian Bale|Tom Hardy,Japanese,France,192,5.7,1247909,65.2,297.2,robot|redemption|freedom|coming of age,A action film featuring Margot Robbie.,31.38
MV1193,Blade Runner 2049,2020,Romance|Fantasy|Mystery,Quentin Tarantino,Jessica Chastain|Adam Driver|Chadwick Boseman|Jennifer Lawrence,English,USA,180,6.5,1868344,249.8,1832.6,supernatural|loss|escape|robot|justice,A romance film featuring Jessica Chastain.,98.51
MV1194,Arrival,1974,Comedy,Denis Villeneuve,Meryl Streep|Saoirse Ronan|Margot Robbie|Jack Nicholson,Japanese,France,105,7.7,1079615,6.7,26.8,survival|power|time travel,A comedy film featuring Meryl Streep.,63.72
MV1195,Ex Machina,2019,Crime|Mystery|Romance,Ryan Coogler,Jack Nicholson|Charlize Theron|Cate Blanchett|Brie Larson|Jennifer Lawrence,Korean,France,151,5.8,2128712,52.0,237.8,betrayal|conspiracy|freedom|identity,A crime film featuring Jack Nicholson.,69.7
MV1196,The Martian,1991,Romance|Thriller,Greta Gerwig,Chris Hemsworth|Leonardo DiCaprio|Matt Damon|Robert Downey Jr|Charlize Theron,Hindi,South Korea,200,7.9,1032685,287.9,1617.7,coming of age|mystery|ambition|escape,A romance film featuring Chris Hemsworth.,12.22
MV1197,Gravity,2003,Adventure|Biography,Hayao Miyazaki,Meryl Streep|Tom Hardy|Chris Hemsworth|Jake Gyllenhaal,Italian,Australia,95,9.1,712104,291.6,1837.0,revenge|family|identity|superhero|redemption,A adventure film featuring Meryl Streep.,28.5
MV1198,Annihilation,2023,Fantasy|Biography|Sci-Fi,James Cameron,Chadwick Boseman|Morgan Freeman|Tom Hanks|Florence Pugh|Brie Larson,Italian,USA,96,5.8,756553,239.3,1121.3,freedom|ambition|dystopia|coming of age|robot,A fantasy film featuring Chadwick Boseman.,66.72
MV1199,Edge of Tomorrow,1997,Action|Sci-Fi,Denis Villeneuve,Leonardo DiCaprio|Chris Hemsworth|Paul Rudd|Will Smith|Cate Blanchett,English,UK,130,9.0,455164,90.5,510.8,betrayal|escape|robot|coming of age|based on true story,A action film featuring Leonardo DiCaprio.,83.99
MV1200,Oblivion,1971,Comedy|Adventure,Clint Eastwood,Jeremy Renner|Michael Fassbender|Dustin Hoffman,Japanese,France,123,8.1,1575022,287.4,167.7,power|mystery|survival|revenge|based on true story,A comedy film featuring Jeremy Renner.,58.34
MV1201,Elysium,1975,Thriller|Fantasy,Billy Wilder,Adam Driver|Chris Hemsworth|Denzel Washington,Spanish,France,108,6.3,1070075,62.3,115.9,war|alien|family|escape|ambition,A thriller film featuring Adam Driver.,18.84
MV1202,District 9,2016,Animation|Horror|Biography,Peter Jackson,Chris Hemsworth|Viola Davis|Natalie Portman|Tom Hardy|Will Smith,French,South Korea,125,7.3,1387183,186.8,521.7,power|supernatural|time travel|superhero|corruption,A animation film featuring Chris Hemsworth.,10.43
MV1203,Moon,1985,Fantasy,Park Chan-wook,Mark Ruffalo|Scarlett Johansson|Chadwick Boseman|Paul Rudd,Italian,India,144,7.2,1291241,148.7,195.7,betrayal|danger|friendship|loss|ambition,A fantasy film featuring Mark Ruffalo.,76.02
MV1204,2001 A Space Odyssey,2010,Fantasy,James Cameron,Denzel Washington|Chris Evans|Tom Hanks,German,South Korea,89,7.6,2289475,268.7,1221.9,power|supernatural|based on true story|freedom|escape,A fantasy film featuring Denzel Washington.,22.05
MV1205,Contact,2002,Drama|Sci-Fi|Horror,Christopher Nolan,Viola Davis|Will Smith|Chadwick Boseman|Christian Bale|Denzel Washington,Spanish,India,105,6.2,2383189,199.5,1547.7,magic|conspiracy|survival|freedom|kingdom,A drama film featuring Viola Davis.,30.86
MV1206,Gattaca,1986,Thriller|Action,Tim Burton,Mark Ruffalo|Jessica Chastain|Zendaya|Florence Pugh|Meryl Streep,English,Italy,98,8.2,2196796,191.9,489.6,ambition|justice|coming of age|supernatural|family,A thriller film featuring Mark Ruffalo.,56.5
MV1207,The Fifth Element,1994,Adventure,Federico Fellini,Charlize Theron|Daniel Craig|Zendaya|Keanu Reeves,English,Australia,197,6.0,704601,72.8,317.3,identity|power|justice|corruption,A adventure film featuring Charlize Theron.,42.6
MV1208,RoboCop,2015,Mystery,Clint Eastwood,Benedict Cumberbatch|Paul Rudd|Matt Damon|Zendaya,Hindi,India,111,7.7,1733436,11.6,9.6,corruption|friendship|detective|survival|power,A mystery film featuring Benedict Cumberbatch.,15.03
MV1209,Minority Report,1986,Adventure,Federico Fellini,Gene Hackman|Chris Evans|Tom Hanks|Paul Rudd|Robert Downey Jr,Japanese,UK,112,7.2,1987251,260.9,464.2,power|justice|detective|ambition,A adventure film featuring Gene Hackman.,25.09
MV1210,A.I. Artificial Intelligence,2013,Animation|Crime,James Cameron,Jessica Chastain|Scarlett Johansson|Natalie Portman,English,South Korea,151,8.8,2125437,206.9,1386.0,redemption|justice|magic|survival|detective,A animation film featuring Jessica Chastain.,77.71
MV1211,I Robot,1975,Mystery|Comedy,Christopher Nolan,Chris Hemsworth|Saoirse Ronan|Al Pacino|Adam Driver|Mark Ruffalo,English,Australia,139,6.4,2032172,237.9,799.2,redemption|superhero|friendship|ambition|magic,A mystery film featuring Chris Hemsworth.,78.93
MV1212,Transcendence,2024,Romance,Wong Kar-wai,Jake Gyllenhaal|Leonardo DiCaprio|Brie Larson|Jeremy Renner,English,Australia,100,7.5,1582989,198.1,1120.9,dystopia|supernatural|redemption|power,A romance film featuring Jake Gyllenhaal.,48.35
MV1213,Lucy,2007,Romance|Adventure,Park Chan-wook,Mark Ruffalo|Will Smith|Margot Robbie|Chadwick Boseman|Michael Fassbender,Korean,Germany,155,8.5,2033616,57.7,270.8,ambition|discovery|conspiracy|based on true story,A romance film featuring Mark Ruffalo.,76.22
MV1214,Her,2024,Drama|Fantasy|Thriller,Hayao Miyazaki,Christian Bale|Natalie Portman|Emma Stone|Denzel Washington|Michael Fassbender,Italian,Australia,163,8.1,228325,52.4,405.3,betrayal|power|magic,A drama film featuring Christian Bale.,93.33
MV1215,Passengers,1997,Drama,Ang Lee,Mark Ruffalo|Robert De Niro|Keanu Reeves,English,Germany,136,7.8,2195255,89.5,691.5,justice|kingdom|robot,A drama film featuring Mark Ruffalo.,10.96
MV1216,Life,2024,Biography|Adventure|Romance,Guillermo del Toro,Keanu Reeves|Denzel Washington|Al Pacino,Korean,France,171,5.6,1013515,198.2,1549.4,danger|based on true story|conspiracy,A biography film featuring Keanu Reeves.,70.27
MV1217,Ad Astra,1995,Thriller|Adventure|Action,James Cameron,Jack Nicholson|Tom Hardy|Paul Rudd,Italian,Italy,189,6.6,825897,139.2,491.3,ambition|justice|dystopia,A thriller film featuring Jack Nicholson.,55.56
MV1218,Proxima,2005,Adventure,Kathryn Bigelow,Matt Damon|Denzel Washington|Idris Elba|Dustin Hoffman,Japanese,India,133,7.6,1030361,228.5,1761.6,alien|love|magic|mystery,A adventure film featuring Matt Damon.,33.2
MV1219,Melancholia,1994,Biography|Thriller|Mystery,Clint Eastwood,Adam Driver|Charlize Theron|Al Pacino|Dustin Hoffman,English,Japan,116,6.6,1683236,203.7,1356.2,justice|magic|time travel,A biography film featuring Adam Driver.,41.82
MV1220,Sunshine,2006,Comedy|Fantasy,Guillermo del Toro,Jeremy Renner|Jake Gyllenhaal|Viola Davis|Idris Elba,Korean,South Korea,110,8.7,1503287,51.0,66.3,kingdom|revenge|survival,A comedy film featuring Jeremy Renner.,86.32
MV1221,Event Horizon,1993,Horror|Animation|Crime,Sofia Coppola,Amy Adams|Denzel Washington|Margot Robbie|Michael Fassbender,Korean,France,91,7.5,1784928,146.1,665.6,conspiracy|based on true story|justice|alien|mystery,A horror film featuring Amy Adams.,72.84
MV1222,The Lord of the Rings The Fellowship of the Ring,1999,Fantasy|Action,Christopher Nolan,Emma Stone|Jessica Chastain|Tom Cruise|Natalie Portman|Jennifer Lawrence,Italian,Japan,108,7.6,1004633,84.5,649.7,supernatural|justice|kingdom|superhero,A fantasy film featuring Emma Stone.,28.95
MV1223,The Lord of the Rings The Two Towers,2014,Horror|Sci-Fi,Sofia Coppola,Amy Adams|Gene Hackman|Scarlett Johansson|Chadwick Boseman,Korean,UK,177,6.5,999038,168.8,1168.5,power|magic|revenge,A horror film featuring Amy Adams.,25.89
MV1224,The Lord of the Rings The Return of the King,2001,History,Stanley Kubrick,Joaquin Phoenix|Idris Elba|Jack Nicholson|Gene Hackman,English,Germany,97,8.1,261810,68.6,165.1,redemption|robot|heist|ambition|supernatural,A history film featuring Joaquin Phoenix.,42.43
MV1225,The Hobbit An Unexpected Journey,2005,Horror|Action,Wong Kar-wai,Charlize Theron|Chadwick Boseman|Keanu Reeves,Korean,Australia,107,9.2,1203735,109.8,609.3,robot|betrayal|coming of age|escape,A horror film featuring Charlize Theron.,51.74
MV1226,The Hobbit The Desolation of Smaug,1979,Mystery,Woody Allen,Chris Evans|Will Smith|Gene Hackman|Michael Fassbender,French,UK,105,6.8,1324839,98.5,264.5,based on true story|danger|robot|supernatural,A mystery film featuring Chris Evans.,77.31
MV1227,Harry Potter and the Sorcerers Stone,2003,Sci-Fi|Comedy,Bong Joon-ho,Scarlett Johansson|Paul Rudd|Viola Davis,Japanese,UK,111,6.1,442052,33.2,249.9,war|love|based on true story|serial killer,A sci-fi film featuring Scarlett Johansson.,78.85
MV1228,Harry Potter and the Chamber of Secrets,1975,Romance,Wes Anderson,Chris Hemsworth|Jessica Chastain|Joaquin Phoenix,Korean,South Korea,179,6.6,540209,43.7,296.7,survival|conspiracy|time travel,A romance film featuring Chris Hemsworth.,87.78
MV1229,Harry Potter and the Prisoner of Azkaban,1999,Romance|Adventure|Animation,Peter Jackson,Dustin Hoffman|Amy Adams|Tom Cruise|Keanu Reeves|Florence Pugh,German,Australia,166,7.9,1308813,273.1,1123.1,betrayal|robot|discovery,A romance film featuring Dustin Hoffman.,42.92
MV1230,Harry Potter and the Goblet of Fire,1986,Romance,Christopher Nolan,Al Pacino|Scarlett Johansson|Charlize Theron,Japanese,India,153,5.5,2073310,284.4,1159.8,superhero|escape|freedom,A romance film featuring Al Pacino.,81.71
MV1231,Harry Potter and the Order of the Phoenix,2005,Thriller|Sci-Fi,Park Chan-wook,Viola Davis|Christian Bale|Brie Larson|Jeremy Renner,German,Germany,113,6.5,1781000,189.5,829.0,danger|escape|dystopia|loss|family,A thriller film featuring Viola Davis.,26.42
MV1232,Harry Potter and the Half-Blood Prince,1988,Mystery,Jordan Peele,Timothée Chalamet|Margot Robbie|Gal Gadot|Will Smith|Daniel Craig,Korean,Italy,87,6.1,2253829,11.5,89.6,danger|friendship|robot|revenge,A mystery film featuring Timothée Chalamet.,30.95
MV1233,Harry Potter and the Deathly Hallows Part 1,1979,Animation,Tim Burton,Adam Driver|Joaquin Phoenix|Daniel Craig|Mark Ruffalo,Hindi,USA,127,5.8,622736,21.5,135.8,magic|justice|loss,A animation film featuring Adam Driver.,90.61
MV1234,Harry Potter and the Deathly Hallows Part 2,1986,History|Action,Denis Villeneuve,Viola Davis|Jessica Chastain|Timothée Chalamet|Jeremy Renner|Meryl Streep,Korean,India,179,8.4,2195815,201.5,415.8,discovery|time travel|corruption|survival,A history film featuring Viola Davis.,77.03
MV1235,Fantastic Beasts and Where to Find Them,2005,Drama|Romance|Animation,Francis Ford Coppola,Mark Ruffalo|Brad Pitt|Robert Downey Jr,Korean,UK,115,7.9,1371108,9.4,60.7,mystery|based on true story|sacrifice|revenge|survival,A drama film featuring Mark Ruffalo.,62.3
MV1236,The Chronicles of Narnia The Lion the Witch and the Wardrobe,2014,Fantasy|Crime,Wes Anderson,Robert De Niro|Viola Davis|Christian Bale|Daniel Craig,French,Italy,182,7.9,260715,109.9,181.8,redemption|friendship|kingdom|freedom|time travel,A fantasy film featuring Robert De Niro.,98.35
MV1237,Willow,2020,Biography|Horror|Animation,Guillermo del Toro,Gal Gadot|Jessica Chastain|Charlize Theron,Spanish,Japan,200,5.7,1845008,169.9,776.5,loss|justice|conspiracy|time travel,A biography film featuring Gal Gadot.,75.92
MV1238,Labyrinth,1987,History|Adventure|Comedy,James Cameron,Morgan Freeman|Timothée Chalamet|Tom Hardy|Idris Elba|Dustin Hoffman,Italian,India,85,8.4,2132140,116.8,220.9,supernatural|sacrifice|time travel,A history film featuring Morgan Freeman.,74.89
MV1239,The Princess Bride,2012,History|Sci-Fi|Thriller,Ryan Coogler,Morgan Freeman|Will Smith|Tom Hardy|Jennifer Lawrence|Adam Driver,Italian,UK,97,7.5,289675,17.9,134.8,survival|loss|redemption,A history film featuring Morgan Freeman.,53.68
MV1240,Excalibur,1976,Crime,Ingmar Bergman,Daniel Craig|Al Pacino|Will Smith|Gal Gadot|Tom Cruise,Japanese,USA,131,6.3,307266,8.9,65.9,kingdom|betrayal|alien|war|supernatural,A crime film featuring Daniel Craig.,60.22
MV1241,Merlin,1996,Biography|Fantasy,Quentin Tarantino,Margot Robbie|Al Pacino|Meryl Streep|Paul Rudd|Cate Blanchett,Japanese,UK,112,9.2,417347,34.9,77.9,loss|serial killer|sacrifice|justice,A biography film featuring Margot Robbie.,60.26
MV1242,Dragonheart,2005,Fantasy|Drama,Billy Wilder,Florence Pugh|Gal Gadot|Robert Downey Jr|Saoirse Ronan|Natalie Portman,Spanish,France,155,7.0,1425631,199.0,896.3,robot|conspiracy|time travel|supernatural|dystopia,A fantasy film featuring Florence Pugh.,78.78
MV1243,Eragon,1997,Horror|Crime|Thriller,Tim Burton,Jack Nicholson|Jeremy Renner|Idris Elba|Mark Ruffalo,Hindi,India,135,5.5,155386,295.0,1465.6,friendship|discovery|revenge|freedom|identity,A horror film featuring Jack Nicholson.,87.01
MV1244,Stardust,1971,History|Romance|Adventure,Wes Anderson,Meryl Streep|Florence Pugh|Charlize Theron,Spanish,France,118,6.9,2451738,78.7,190.6,betrayal|based on true story|identity|family,A history film featuring Meryl Streep.,75.12
MV1245,The Golden Compass,2020,Comedy|Animation,David Fincher,Chris Hemsworth|Joaquin Phoenix|Meryl Streep|Paul Rudd|Gene Hackman,German,UK,184,5.7,1412531,107.6,713.2,mystery|freedom|revenge|coming of age,A comedy film featuring Chris Hemsworth.,14.87
MV1246,Percy Jackson,2003,Horror,Wes Anderson,Denzel Washington|Gal Gadot|Ryan Gosling|Morgan Freeman,English,Germany,142,8.4,2422793,153.9,333.3,based on true story|power|friendship|heist,A horror film featuring Denzel Washington.,17.43
MV1247,The Godfather Part II,2006,Action|Adventure|Sci-Fi,Ang Lee,Michael Fassbender|Denzel Washington|Saoirse Ronan,Spanish,France,146,7.6,2056237,121.6,581.9,serial killer|sacrifice|family|danger|superhero,A action film featuring Michael Fassbender.,39.11
MV1248,Taxi Driver,2006,Drama,Wong Kar-wai,Mark Ruffalo|Charlize Theron|Jake Gyllenhaal|Jennifer Lawrence,Italian,USA,183,6.7,1476816,186.8,1480.6,power|robot|survival|freedom,A drama film featuring Mark Ruffalo.,27.97
MV1249,Raging Bull,1993,Biography,Ridley Scott,Jeremy Renner|Brad Pitt|Viola Davis,Spanish,Japan,86,6.8,476733,95.0,383.2,identity|serial killer|ambition|magic,A biography film featuring Jeremy Renner.,66.07
MV1250,Chinatown,1979,Fantasy|Mystery|Action,Ingmar Bergman,Robert Downey Jr|Al Pacino|Meryl Streep|Idris Elba|Christian Bale,English,Japan,110,8.5,1147836,20.7,112.0,family|coming of age|danger,A fantasy film featuring Robert Downey Jr.,69.67
MV1251,One Flew Over the Cuckoo's Nest,2012,History|Drama,Steven Spielberg,Chris Hemsworth|Jessica Chastain|Ryan Gosling|Denzel Washington,French,Italy,147,8.8,2239526,31.0,61.7,love|survival|sacrifice|serial killer,A history film featuring Chris Hemsworth.,37.44
MV1252,Rear Window,2001,Fantasy|Comedy,Steven Spielberg,Chadwick Boseman|Charlize Theron|Chris Evans|Joaquin Phoenix,Korean,Australia,120,8.6,1090785,264.2,1896.4,danger|freedom|power,A fantasy film featuring Chadwick Boseman.,40.76
MV1253,Vertigo,1995,Comedy|Drama|Fantasy,Ingmar Bergman,Chadwick Boseman|Will Smith|Chris Evans|Ryan Gosling|Adam Driver,Korean,France,139,9.2,1391120,137.5,204.6,friendship|loss|discovery|serial killer|superhero,A comedy film featuring Chadwick Boseman.,99.61
MV1254,Psycho,2019,Mystery,Alfonso Cuaron,Cate Blanchett|Jack Nicholson|Dustin Hoffman|Paul Rudd,French,France,125,8.7,620366,219.5,1369.8,dystopia|discovery|robot|danger,A mystery film featuring Cate Blanchett.,23.68
MV1255,North by Northwest,1982,Comedy,Bong Joon-ho,Will Smith|Margot Robbie|Keanu Reeves,Korean,South Korea,114,8.1,1516851,28.4,180.3,detective|magic|supernatural,A comedy film featuring Will Smith.,26.56
MV1256,Citizen Kane,1994,Animation|Comedy,Alfonso Cuaron,Ryan Gosling|Meryl Streep|Adam Driver,English,Japan,137,6.3,860745,228.5,227.6,kingdom|time travel|alien|sacrifice,A animation film featuring Ryan Gosling.,48.48
MV1257,Casablanca,2019,Crime,Ingmar Bergman,Jennifer Lawrence|Michael Fassbender|Will Smith|Jeremy Renner|Gene Hackman,English,Australia,98,7.2,187905,263.9,618.3,based on true story|survival|coming of age|serial killer|war,A crime film featuring Jennifer Lawrence.,27.09
MV1258,Sunset Boulevard,1998,Romance|Biography,Kathryn Bigelow,Christian Bale|Saoirse Ronan|Tom Hardy|Will Smith,English,Australia,200,6.0,1904559,31.7,134.9,friendship|based on true story|dystopia,A romance film featuring Christian Bale.,39.11
MV1259,All About Eve,1971,Animation,Guillermo del Toro,Robert De Niro|Idris Elba|Jennifer Lawrence|Gal Gadot,Spanish,UK,96,5.9,1894913,192.1,219.0,coming of age|detective|corruption|survival|heist,A animation film featuring Robert De Niro.,60.89
MV1260,Double Indemnity,2012,Comedy,Wes Anderson,Brie Larson|Brad Pitt|Adam Driver,Japanese,Japan,178,8.4,1881742,90.2,167.3,loss|revenge|ambition,A comedy film featuring Brie Larson.,11.1
MV1261,The Maltese Falcon,2001,Adventure|Biography,Christopher Nolan,Daniel Craig|Viola Davis|Emma Stone|Tom Cruise|Robert Downey Jr,Hindi,India,137,7.2,37569,77.2,355.5,identity|war|justice|power|conspiracy,A adventure film featuring Daniel Craig.,13.3
MV1262,Singin in the Rain,2024,Mystery,Francis Ford Coppola,Robert De Niro|Brad Pitt|Natalie Portman|Adam Driver,Spanish,France,171,6.6,2410327,237.3,434.4,supernatural|survival|betrayal|discovery,A mystery film featuring Robert De Niro.,39.05
MV1263,On the Waterfront,1994,Biography,Park Chan-wook,Cate Blanchett|Tom Hardy|Zendaya|Scarlett Johansson|Matt Damon,Japanese,Italy,152,7.1,890155,210.3,1070.5,serial killer|betrayal|magic,A biography film featuring Cate Blanchett.,75.17
MV1264,Some Like It Hot,2008,Romance|Sci-Fi|Crime,Stanley Kubrick,Al Pacino|Gene Hackman|Will Smith|Charlize Theron,Spanish,India,151,8.3,2097677,150.3,278.0,freedom|escape|loss|revenge|mystery,A romance film featuring Al Pacino.,12.16
MV1265,Midnight Cowboy,2010,Fantasy,Tim Burton,Adam Driver|Meryl Streep|Benedict Cumberbatch|Charlize Theron|Jack Nicholson,Korean,USA,166,6.3,1191228,80.1,80.8,detective|time travel|revenge|mystery,A fantasy film featuring Adam Driver.,71.73
MV1266,The Graduate,1991,Fantasy|Crime,Steven Spielberg,Jake Gyllenhaal|Benedict Cumberbatch|Chadwick Boseman,Hindi,India,187,5.6,579393,147.0,765.0,heist|alien|dystopia|war|serial killer,A fantasy film featuring Jake Gyllenhaal.,36.94
MV1267,Kramer vs Kramer,2016,Horror|Adventure|Biography,Steven Spielberg,Gene Hackman|Chadwick Boseman|Benedict Cumberbatch,Italian,UK,104,6.6,140749,105.0,348.0,corruption|coming of age|justice|mystery|discovery,A horror film featuring Gene Hackman.,73.47
MV1268,Rain Man,1990,Action|Romance|Sci-Fi,Ridley Scott,Viola Davis|Mark Ruffalo|Timothée Chalamet|Joaquin Phoenix,Korean,Australia,123,6.2,1579574,236.6,1498.5,robot|detective|love,A action film featuring Viola Davis.,81.91
MV1269,Philadelphia,2002,Thriller,Woody Allen,Paul Rudd|Al Pacino|Joaquin Phoenix|Jennifer Lawrence,Spanish,UK,190,9.2,2174875,204.6,306.0,survival|alien|coming of age|serial killer|mystery,A thriller film featuring Paul Rudd.,10.37
MV1270,The English Patient,1972,History|Crime|Drama,Woody Allen,Meryl Streep|Natalie Portman|Al Pacino|Robert Downey Jr,Japanese,USA,158,8.4,890156,99.7,193.8,time travel|robot|mystery|danger,A history film featuring Meryl Streep.,23.44
MV1271,American History X,1987,Action,David Fincher,Dustin Hoffman|Charlize Theron|Jack Nicholson,Italian,Japan,103,9.1,1198110,174.4,311.2,heist|robot|war|friendship,A action film featuring Dustin Hoffman.,12.61
MV1272,Requiem for a Dream,2013,Drama,Ingmar Bergman,Robert De Niro|Saoirse Ronan|Michael Fassbender,Spanish,India,163,6.9,1403901,246.1,1438.9,betrayal|alien|friendship|redemption|discovery,A drama film featuring Robert De Niro.,71.6
MV1273,Eternal Sunshine of the Spotless Mind,2015,Animation|Thriller,Clint Eastwood,Will Smith|Idris Elba|Mark Ruffalo,German,France,174,9.0,1395495,237.7,1692.0,kingdom|love|family|magic,A animation film featuring Will Smith.,20.16
MV1274,Lost in Translation,2000,History|Comedy,Kathryn Bigelow,Keanu Reeves|Gene Hackman|Scarlett Johansson|Denzel Washington,French,Germany,189,8.2,458712,101.1,543.0,alien|based on true story|dystopia|sacrifice,A history film featuring Keanu Reeves.,65.88
MV1275,The Tree of Life,2005,Animation,Ingmar Bergman,Benedict Cumberbatch|Emma Stone|Gal Gadot,German,Germany,157,8.5,2293911,209.8,377.2,family|kingdom|mystery|alien|time travel,A animation film featuring Benedict Cumberbatch.,59.96
MV1276,Boyhood,2022,Comedy|Romance,Federico Fellini,Keanu Reeves|Natalie Portman|Chadwick Boseman,German,Italy,148,8.0,267875,31.7,210.1,revenge|power|robot|escape|coming of age,A comedy film featuring Keanu Reeves.,65.4
MV1277,Moonlight,1998,Thriller,Stanley Kubrick,Gene Hackman|Chadwick Boseman|Joaquin Phoenix|Saoirse Ronan,Italian,UK,159,5.5,2150872,124.2,180.9,war|supernatural|revenge|conspiracy,A thriller film featuring Gene Hackman.,19.87
MV1278,Manchester by the Sea,1988,Thriller,Park Chan-wook,Tom Cruise|Michael Fassbender|Chris Evans|Jennifer Lawrence|Brie Larson,German,Germany,133,7.2,895904,200.4,813.9,coming of age|supernatural|dystopia,A thriller film featuring Tom Cruise.,23.88
MV1279,Lady Bird,2012,Comedy,Christopher Nolan,Chris Hemsworth|Tom Hanks|Morgan Freeman,Hindi,Germany,102,5.8,1754224,258.7,1863.1,superhero|justice|alien|detective|robot,A comedy film featuring Chris Hemsworth.,44.62
MV1280,Call Me by Your Name,1984,Sci-Fi,Christopher Nolan,Daniel Craig|Paul Rudd|Viola Davis|Brie Larson|Denzel Washington,Japanese,Germany,154,7.7,150349,293.6,1397.9,supernatural|mystery|magic|betrayal|power,A sci-fi film featuring Daniel Craig.,75.72
MV1281,Roma,2003,Animation|Adventure,Ridley Scott,Will Smith|Robert De Niro|Viola Davis|Zendaya|Chris Evans,French,Australia,187,7.7,231351,271.6,1225.7,magic|alien|detective,A animation film featuring Will Smith.,91.54
MV1282,The Favourite,2006,Horror|Sci-Fi|History,Kathryn Bigelow,Christian Bale|Meryl Streep|Gal Gadot|Keanu Reeves,Japanese,Japan,92,7.9,2434899,54.9,48.7,love|escape|kingdom|betrayal,A horror film featuring Christian Bale.,21.41
MV1283,Portrait of a Lady on Fire,1974,Romance|Comedy,Sofia Coppola,Idris Elba|Leonardo DiCaprio|Jeremy Renner|Matt Damon,Spanish,France,169,7.2,745678,82.1,472.6,justice|serial killer|survival|heist,A romance film featuring Idris Elba.,98.57
MV1284,Nomadland,1979,History|Comedy|Animation,Wong Kar-wai,Viola Davis|Robert Downey Jr|Timothée Chalamet|Paul Rudd,Spanish,South Korea,158,8.3,1457352,21.0,52.1,war|corruption|alien,A history film featuring Viola Davis.,45.89
MV1285,The Father,1989,Fantasy|Biography,Clint Eastwood,Chadwick Boseman|Brie Larson|Jessica Chastain|Zendaya,Japanese,France,152,8.8,59757,90.2,584.5,time travel|serial killer|survival|redemption,A fantasy film featuring Chadwick Boseman.,92.59
MV1286,Sound of Metal,2010,History|Sci-Fi,Sofia Coppola,Margot Robbie|Natalie Portman|Idris Elba|Chris Hemsworth,German,India,183,8.1,1024169,221.6,1089.3,serial killer|heist|justice,A history film featuring Margot Robbie.,38.19
MV1287,Ma Rainey's Black Bottom,1970,Action|Drama|History,Wong Kar-wai,Al Pacino|Natalie Portman|Chadwick Boseman,Hindi,Italy,113,8.3,1066528,62.0,42.0,war|identity|mystery,A action film featuring Al Pacino.,73.73
MV1288,Hillbilly Elegy,1977,History,Peter Jackson,Robert Downey Jr|Chris Hemsworth|Gene Hackman|Amy Adams,French,France,117,6.6,327568,193.4,1435.1,superhero|time travel|ambition|corruption,A history film featuring Robert Downey Jr.,80.27
MV1289,News of the World,1987,Sci-Fi,Ingmar Bergman,Brad Pitt|Idris Elba|Amy Adams|Timothée Chalamet,French,India,110,7.8,758440,195.4,256.6,superhero|identity|redemption|robot|ambition,A sci-fi film featuring Brad Pitt.,19.3
MV1290,One Night in Miami,1974,Crime,Ang Lee,Tom Hanks|Daniel Craig|Morgan Freeman|Chris Hemsworth,English,USA,170,7.0,645887,211.5,1540.7,revenge|detective|kingdom|magic|superhero,A crime film featuring Tom Hanks.,46.35
MV1291,Pieces of a Woman,2016,Adventure,Clint Eastwood,Jessica Chastain|Gal Gadot|Zendaya,French,Australia,130,6.8,1280153,123.2,645.8,betrayal|supernatural|heist|alien|escape,A adventure film featuring Jessica Chastain.,68.3
MV1292,The United States vs Billie Holiday,1981,Action|Sci-Fi|Mystery,Guillermo del Toro,Gal Gadot|Jessica Chastain|Natalie Portman|Chris Evans,Italian,India,95,8.9,1847036,221.9,343.9,love|sacrifice|kingdom,A action film featuring Gal Gadot.,44.99
MV1293,In the Heights,2020,Mystery|Romance|Animation,Hayao Miyazaki,Meryl Streep|Benedict Cumberbatch|Brad Pitt,Italian,USA,136,5.9,2204122,140.2,783.1,power|freedom|family|survival|kingdom,A mystery film featuring Meryl Streep.,68.84
MV1294,tick tick Boom,2000,Action|Thriller|Fantasy,Peter Jackson,Amy Adams|Chris Evans|Brad Pitt,Japanese,UK,143,7.8,2489011,23.9,158.5,kingdom|freedom|family,A action film featuring Amy Adams.,82.4
MV1295,King Richard,1997,Biography|Fantasy,Federico Fellini,Matt Damon|Chadwick Boseman|Gene Hackman|Dustin Hoffman,Spanish,Italy,192,9.2,904359,230.4,1140.1,family|mystery|danger|power,A biography film featuring Matt Damon.,78.18
MV1296,The Lost Daughter,1980,Horror|Adventure|Comedy,Hayao Miyazaki,Tom Cruise|Meryl Streep|Scarlett Johansson,French,Germany,184,6.1,2052489,28.8,16.0,escape|dystopia|magic,A horror film featuring Tom Cruise.,72.31
MV1297,The Hand of God,1983,Mystery,Sofia Coppola,Timothée Chalamet|Adam Driver|Viola Davis|Amy Adams|Will Smith,English,France,176,7.4,379187,190.0,1210.2,dystopia|revenge|sacrifice|loss,A mystery film featuring Timothée Chalamet.,20.58
MV1298,Petite Maman,2003,Crime,Akira Kurosawa,Denzel Washington|Ryan Gosling|Florence Pugh|Chris Evans|Robert Downey Jr,Korean,Japan,91,6.2,635863,207.1,1608.0,kingdom|justice|corruption|survival,A crime film featuring Denzel Washington.,14.86
