Visit_ID,Pet_ID,Pet_Name,Species,Breed,Gender,Age_Years,Neutered,Owner_Name,Owner_City,Clinic,Vet_Name,Visit_Date,Visit_Type,Diagnosis,Medication_Prescribed,Consultation_Fee,Medicine_Cost,Total_Bill,Discount_Pct,Net_Bill,Payment_Method,Insurance_Claimed,Follow_Up_Required,Follow_Up_Date,Visit_Duration_Mins,Satisfaction_Score
VIS-000818,PET-02827,Max,Dog,Poodle,Male,7.2,Yes,Owner_9285,Hyderabad,VetPlus Mumbai,Dr. Kabir Joshi,2022-05-23,Routine Checkup,Skin Infection,Yes,435.74,383.34,819.08,0,819.08,Insurance,No,No,,43,4
VIS-000819,PET-02745,Bella,Cat,Persian,Male,14.6,No,Owner_5176,Pune,PawCare Clinic Delhi,Dr. Sneha Rao,2022-05-23,Vaccination,Dental Disease,Yes,1471.57,1688.49,3160.06,0,3160.06,Credit Card,No,No,,61,5
VIS-000820,PET-02441,Ruby,Dog,Poodle,Male,6.8,Yes,Owner_7917,Pune,AnimalCare Chennai,Dr. Kabir Joshi,2022-05-23,Vaccination,Obesity,Yes,767.13,169.52,936.65,0,936.65,Debit Card,Yes,Yes,2022-06-01,99,5
VIS-000821,PET-02019,Kitty,Dog,Labrador,Male,2.5,No,Owner_7039,Chennai,VetPlus Mumbai,Dr. Kabir Joshi,2022-05-23,Emergency,Digestive Issues,Yes,9718.76,47.68,9766.44,10,8789.8,Insurance,Yes,Yes,2022-06-15,105,3
VIS-000822,PET-01257,Leo,Dog,Husky,Male,7.5,Yes,Owner_8331,Bangalore,AnimalCare Chennai,Dr. Priya Sharma,2022-05-23,Routine Checkup,Healthy,Yes,452.83,1006.03,1458.86,0,1458.86,UPI,Yes,No,,115,5
VIS-000823,PET-01964,Kitty,Hamster,Syrian,Male,0.9,Yes,Owner_5129,Delhi,VetPlus Mumbai,Dr. Arjun Patel,2022-05-23,Surgery,Obesity,Yes,4029.71,1473.34,5503.05,0,5503.05,Cash,Yes,No,,88,5
VIS-000824,PET-02679,Luna,Dog,Husky,Female,4.5,No,Owner_5627,Hyderabad,AnimalCare Chennai,Dr. Arjun Patel,2022-05-24,Surgery,Skin Infection,Yes,8834.8,244.2,9079.0,0,9079.0,UPI,No,Yes,2022-06-20,91,5
VIS-000825,PET-01601,Max,Dog,Bulldog,Female,1.1,No,Owner_4832,Chennai,PawCare Clinic Delhi,Dr. Ananya Singh,2022-05-24,Grooming,Healthy,No,1095.62,1339.94,2435.56,0,2435.56,Cash,No,No,,16,4
VIS-000826,PET-02878,Leo,Cat,Maine Coon,Male,2.0,No,Owner_3068,Kolkata,VetPlus Mumbai,Dr. Sneha Rao,2022-05-24,Lab Test,Ear Infection,No,2465.22,344.92,2810.14,10,2529.13,Credit Card,Yes,No,,79,5
VIS-000827,PET-01624,Charlie,Cat,Siamese,Female,8.2,Yes,Owner_9417,Jaipur,HealPet Bangalore,Dr. Arjun Patel,2022-05-24,Emergency,Healthy,Yes,2480.66,513.27,2993.93,10,2694.54,Cash,No,No,,53,5
VIS-000828,PET-01863,Luna,Dog,Beagle,Male,2.2,Yes,Owner_4569,Bangalore,PawCare Clinic Delhi,Dr. Priya Sharma,2022-05-24,Dental Cleaning,Healthy,Yes,3110.18,894.76,4004.94,10,3604.45,UPI,Yes,No,,49,4
VIS-000829,PET-02471,Rocky,Hamster,Syrian,Female,9.0,Yes,Owner_1638,Delhi,PetMed Hyderabad,Dr. Kabir Joshi,2022-05-25,Routine Checkup,Ear Infection,Yes,610.45,963.53,1573.98,0,1573.98,Debit Card,No,No,,59,5
VIS-000830,PET-00753,Kitty,Dog,Poodle,Female,3.7,No,Owner_5931,Hyderabad,HealPet Bangalore,Dr. Rahul Mehta,2022-05-25,Vaccination,Respiratory Infection,Yes,982.32,905.57,1887.89,0,1887.89,Credit Card,No,Yes,2022-06-19,107,5
VIS-000831,PET-00122,Tiger,Fish,Guppy,Male,1.4,Yes,Owner_5513,Chennai,PetMed Hyderabad,Dr. Sneha Rao,2022-05-25,Routine Checkup,Skin Infection,No,632.36,488.6,1120.96,0,1120.96,Insurance,No,Yes,2022-06-02,34,4
VIS-000832,PET-01245,Bruno,Cat,British Shorthair,Female,1.2,Yes,Owner_4539,Jaipur,AnimalCare Chennai,Dr. Sneha Rao,2022-05-25,Routine Checkup,Respiratory Infection,No,560.91,1796.68,2357.59,10,2121.83,Debit Card,Yes,Yes,2022-06-16,20,5
VIS-000833,PET-02313,Ruby,Dog,Husky,Female,0.1,Yes,Owner_6395,Delhi,AnimalCare Chennai,Dr. Sneha Rao,2022-05-25,Routine Checkup,Obesity,No,391.5,819.27,1210.77,5,1150.23,Insurance,No,Yes,2022-06-06,49,3
VIS-000834,PET-02863,Ruby,Dog,Bulldog,Female,3.4,No,Owner_4705,Pune,AnimalCare Chennai,Dr. Sneha Rao,2022-05-26,Emergency,Skin Infection,Yes,8954.99,119.96,9074.95,0,9074.95,Credit Card,No,Yes,2022-06-03,10,5
VIS-000835,PET-00447,Max,Cat,Ragdoll,Male,7.3,Yes,Owner_1084,Hyderabad,AnimalCare Chennai,Dr. Kabir Joshi,2022-05-26,Follow-up,Allergy,Yes,251.56,311.24,562.8,0,562.8,Cash,Yes,Yes,2022-06-17,52,4
VIS-000836,PET-00464,Coco,Guinea Pig,Peruvian,Female,1.0,No,Owner_9103,Bangalore,AnimalCare Chennai,Dr. Kabir Joshi,2022-05-26,Lab Test,Healthy,Yes,1343.71,1654.33,2998.04,10,2698.24,Debit Card,No,No,,20,3
VIS-000837,PET-01446,Buddy,Cat,Bengal,Female,2.6,Yes,Owner_5757,Delhi,HealPet Bangalore,Dr. Ananya Singh,2022-05-26,Surgery,Parasites,No,13219.04,1385.28,14604.32,0,14604.32,Debit Card,Yes,No,,114,4
VIS-000838,PET-00125,Ruby,Hamster,Roborovski,Male,16.5,Yes,Owner_4790,Hyderabad,PawCare Clinic Delhi,Dr. Kabir Joshi,2022-05-26,Emergency,Obesity,Yes,7682.05,673.53,8355.58,0,8355.58,Cash,Yes,Yes,2022-06-19,118,5
VIS-000839,PET-02115,Luna,Cat,Siamese,Male,2.0,Yes,Owner_2534,Jaipur,CityVet Kolkata,Dr. Priya Sharma,2022-05-26,Dental Cleaning,Digestive Issues,Yes,2533.4,1920.64,4454.04,0,4454.04,Cash,No,Yes,2022-06-13,62,3
VIS-000840,PET-00972,Daisy,Dog,Golden Retriever,Male,11.2,Yes,Owner_2501,Pune,HealPet Bangalore,Dr. Rahul Mehta,2022-05-26,Grooming,Fracture,No,967.97,727.6,1695.57,5,1610.79,Insurance,Yes,Yes,2022-06-03,105,4
VIS-000841,PET-00237,Buddy,Dog,Husky,Female,7.0,Yes,Owner_8375,Pune,PetMed Hyderabad,Dr. Priya Sharma,2022-05-26,Vaccination,Obesity,Yes,992.47,1125.9,2118.37,10,1906.53,Debit Card,No,Yes,2022-06-16,98,3
VIS-000842,PET-01929,Max,Cat,Bengal,Female,2.7,No,Owner_1951,Kolkata,VetPlus Mumbai,Dr. Sneha Rao,2022-05-27,Routine Checkup,Skin Infection,No,492.01,122.41,614.42,0,614.42,UPI,No,Yes,2022-06-09,95,5
VIS-000843,PET-01336,Buddy,Cat,Persian,Female,4.0,No,Owner_6111,Jaipur,PawCare Clinic Delhi,Dr. Rahul Mehta,2022-05-27,Surgery,Healthy,Yes,9626.46,556.83,10183.29,0,10183.29,Insurance,No,No,,67,3
VIS-000844,PET-02053,Kitty,Cat,Persian,Female,0.3,No,Owner_9893,Chennai,PetMed Hyderabad,Dr. Priya Sharma,2022-05-27,Routine Checkup,Digestive Issues,Yes,311.14,1442.81,1753.95,15,1490.86,Cash,No,No,,107,2
VIS-000845,PET-02314,Kitty,Dog,Golden Retriever,Male,2.9,No,Owner_3789,Pune,VetPlus Mumbai,Dr. Priya Sharma,2022-05-27,Lab Test,Ear Infection,Yes,1443.7,1852.23,3295.93,5,3131.13,Debit Card,No,Yes,2022-06-08,40,5
VIS-000846,PET-02439,Leo,Cat,Persian,Male,5.7,No,Owner_4905,Jaipur,PawCare Clinic Delhi,Dr. Arjun Patel,2022-05-27,Routine Checkup,Allergy,No,319.72,1524.59,1844.31,10,1659.88,Cash,No,Yes,2022-06-08,11,4
VIS-000847,PET-02349,Leo,Guinea Pig,American,Male,1.0,No,Owner_2275,Bangalore,HealPet Bangalore,Dr. Rahul Mehta,2022-05-27,Surgery,Arthritis,Yes,14948.95,212.73,15161.68,5,14403.6,UPI,No,Yes,2022-06-08,38,4
VIS-000848,PET-01904,Bruno,Cat,Ragdoll,Male,0.2,No,Owner_9660,Mumbai,PetMed Hyderabad,Dr. Sneha Rao,2022-05-28,Follow-up,Skin Infection,Yes,563.16,481.72,1044.88,0,1044.88,UPI,Yes,Yes,2022-06-08,22,4
VIS-000849,PET-01945,Luna,Dog,Bulldog,Female,0.1,Yes,Owner_5871,Pune,VetPlus Mumbai,Dr. Kabir Joshi,2022-05-28,Surgery,Healthy,No,10845.53,189.51,11035.04,0,11035.04,Cash,Yes,No,,63,2
VIS-000850,PET-00841,Bella,Cat,Stray,Male,0.7,Yes,Owner_5084,Hyderabad,PawCare Clinic Delhi,Dr. Ananya Singh,2022-05-28,Routine Checkup,Skin Infection,Yes,379.11,1964.79,2343.9,10,2109.51,Cash,No,Yes,2022-06-17,83,5
VIS-000851,PET-00140,Bella,Bird,Budgie,Male,1.1,Yes,Owner_2488,Chennai,PawCare Clinic Delhi,Dr. Rahul Mehta,2022-05-28,Dental Cleaning,Ear Infection,Yes,3565.45,1285.99,4851.44,10,4366.3,Debit Card,No,No,,96,4
VIS-000852,PET-01870,Bella,Hamster,Roborovski,Male,6.5,Yes,Owner_3837,Chennai,PawCare Clinic Delhi,Dr. Rahul Mehta,2022-05-28,Dental Cleaning,Healthy,No,1848.93,788.47,2637.4,10,2373.66,UPI,No,No,,73,4
VIS-000853,PET-01767,Bruno,Dog,German Shepherd,Male,2.5,No,Owner_6988,Delhi,PetMed Hyderabad,Dr. Rahul Mehta,2022-05-28,Routine Checkup,Digestive Issues,No,702.36,1211.63,1913.99,0,1913.99,Credit Card,No,Yes,2022-06-26,25,1
VIS-000854,PET-02518,Coco,Cat,Bengal,Female,3.1,Yes,Owner_3882,Delhi,CityVet Kolkata,Dr. Kabir Joshi,2022-05-28,Dental Cleaning,Digestive Issues,Yes,2953.26,388.7,3341.96,0,3341.96,Cash,Yes,No,,13,5
VIS-000855,PET-00830,Bruno,Cat,Stray,Female,1.5,Yes,Owner_6649,Kolkata,VetPlus Mumbai,Dr. Priya Sharma,2022-05-28,Grooming,Allergy,No,883.96,760.52,1644.48,0,1644.48,Debit Card,No,Yes,2022-06-14,90,3
VIS-000856,PET-02504,Daisy,Dog,Husky,Male,1.4,No,Owner_4049,Delhi,HealPet Bangalore,Dr. Rahul Mehta,2022-05-28,Routine Checkup,Fracture,No,670.71,189.89,860.6,5,817.57,UPI,Yes,Yes,2022-06-14,110,4
VIS-000857,PET-00888,Milo,Dog,Golden Retriever,Male,3.2,No,Owner_4628,Jaipur,AnimalCare Chennai,Dr. Arjun Patel,2022-05-28,Routine Checkup,Skin Infection,Yes,433.7,357.39,791.09,0,791.09,UPI,No,Yes,2022-06-19,35,5
VIS-000858,PET-00420,Tiger,Bird,Budgie,Female,5.5,Yes,Owner_6881,Hyderabad,VetPlus Mumbai,Dr. Sneha Rao,2022-05-28,Vaccination,Cancer,Yes,1334.24,509.8,1844.04,0,1844.04,Debit Card,Yes,Yes,2022-06-07,46,5
VIS-000859,PET-02467,Ruby,Dog,Husky,Female,0.8,No,Owner_8696,Jaipur,PetMed Hyderabad,Dr. Kabir Joshi,2022-05-28,Surgery,Diabetes,No,9510.45,762.78,10273.23,0,10273.23,Credit Card,No,No,,103,3
VIS-000860,PET-02355,Simba,Cat,Persian,Female,2.3,No,Owner_3858,Pune,PawCare Clinic Delhi,Dr. Sneha Rao,2022-05-29,Grooming,Healthy,Yes,1005.64,985.45,1991.09,5,1891.54,Insurance,No,No,,103,5
VIS-000861,PET-00200,Rocky,Cat,Bengal,Female,4.1,No,Owner_4446,Kolkata,AnimalCare Chennai,Dr. Ananya Singh,2022-05-29,Routine Checkup,Healthy,No,719.87,1076.54,1796.41,0,1796.41,Insurance,Yes,No,,11,3
VIS-000862,PET-02215,Tiger,Dog,Beagle,Male,12.9,No,Owner_4980,Hyderabad,AnimalCare Chennai,Dr. Priya Sharma,2022-05-29,Surgery,Obesity,Yes,6054.48,224.05,6278.53,15,5336.75,Debit Card,No,Yes,2022-06-16,16,5
VIS-000863,PET-00766,Daisy,Fish,Koi,Male,1.3,Yes,Owner_9250,Mumbai,HealPet Bangalore,Dr. Arjun Patel,2022-05-29,Routine Checkup,Healthy,No,505.34,966.89,1472.23,0,1472.23,Cash,Yes,No,,18,4
VIS-000864,PET-00741,Max,Dog,Bulldog,Male,2.0,Yes,Owner_5205,Chennai,PetMed Hyderabad,Dr. Priya Sharma,2022-05-29,Emergency,Parasites,Yes,5615.93,1556.76,7172.69,10,6455.42,Cash,No,No,,87,4
VIS-000865,PET-00139,Leo,Rabbit,Mini Rex,Female,3.4,No,Owner_2207,Chennai,HealPet Bangalore,Dr. Rahul Mehta,2022-05-29,Follow-up,Respiratory Infection,No,230.8,1412.74,1643.54,10,1479.19,Credit Card,No,Yes,2022-06-20,79,5
VIS-000866,PET-01261,Leo,Hamster,Dwarf,Male,0.6,No,Owner_9041,Pune,CityVet Kolkata,Dr. Rahul Mehta,2022-05-29,Routine Checkup,Digestive Issues,No,737.8,474.91,1212.71,5,1152.07,Cash,No,Yes,2022-06-10,59,4
VIS-000867,PET-02447,Charlie,Dog,Bulldog,Female,3.8,No,Owner_8220,Kolkata,AnimalCare Chennai,Dr. Sneha Rao,2022-05-29,Lab Test,Healthy,No,2245.48,1812.49,4057.97,0,4057.97,Cash,No,No,,96,3
VIS-000868,PET-00417,Ruby,Cat,Stray,Female,14.7,No,Owner_1890,Jaipur,VetPlus Mumbai,Dr. Arjun Patel,2022-05-29,Emergency,Eye Infection,No,6898.48,1852.13,8750.61,10,7875.55,Debit Card,No,No,,97,4
VIS-000869,PET-01719,Rocky,Cat,Stray,Female,1.3,No,Owner_7461,Chennai,PetMed Hyderabad,Dr. Rahul Mehta,2022-05-29,Routine Checkup,Skin Infection,Yes,572.65,362.43,935.08,5,888.33,UPI,No,Yes,2022-06-06,43,3
VIS-000870,PET-02023,Daisy,Dog,Husky,Female,2.6,Yes,Owner_2721,Pune,PetMed Hyderabad,Dr. Sneha Rao,2022-05-29,Surgery,Dental Disease,Yes,13557.31,1172.45,14729.76,0,14729.76,Cash,Yes,Yes,2022-06-21,79,2
VIS-000871,PET-00341,Coco,Dog,Labrador,Male,0.5,No,Owner_8614,Jaipur,AnimalCare Chennai,Dr. Arjun Patel,2022-05-30,Grooming,Dental Disease,Yes,455.85,546.42,1002.27,5,952.16,Cash,No,No,,110,4
VIS-000872,PET-01167,Coco,Cat,Stray,Female,2.9,No,Owner_8142,Kolkata,VetPlus Mumbai,Dr. Ananya Singh,2022-05-30,Routine Checkup,Healthy,Yes,478.93,713.21,1192.14,0,1192.14,Cash,Yes,No,,105,5
VIS-000873,PET-02101,Max,Rabbit,Lionhead,Female,14.2,Yes,Owner_8985,Pune,VetPlus Mumbai,Dr. Arjun Patel,2022-05-30,Lab Test,Arthritis,Yes,2247.26,578.09,2825.35,0,2825.35,Cash,No,No,,68,5
VIS-000874,PET-02344,Daisy,Guinea Pig,Peruvian,Female,3.1,No,Owner_4982,Mumbai,HealPet Bangalore,Dr. Sneha Rao,2022-05-30,Emergency,Fracture,Yes,7346.72,1327.93,8674.65,5,8240.92,Credit Card,No,No,,108,2
VIS-000875,PET-00781,Bella,Dog,Beagle,Female,1.0,No,Owner_2527,Pune,PetMed Hyderabad,Dr. Arjun Patel,2022-05-30,Vaccination,Skin Infection,No,997.35,1012.67,2010.02,5,1909.52,Cash,Yes,No,,117,5
VIS-000876,PET-00674,Rocky,Cat,Stray,Female,1.5,No,Owner_3969,Mumbai,CityVet Kolkata,Dr. Arjun Patel,2022-05-30,Routine Checkup,Skin Infection,Yes,429.36,352.72,782.08,0,782.08,Debit Card,No,Yes,2022-06-15,33,5
VIS-000877,PET-01872,Luna,Cat,Persian,Male,3.9,No,Owner_9426,Chennai,AnimalCare Chennai,Dr. Ananya Singh,2022-05-30,Routine Checkup,Allergy,No,411.5,498.69,910.19,0,910.19,Cash,No,Yes,2022-06-24,28,5
VIS-000878,PET-02013,Kitty,Dog,Labrador,Male,7.8,Yes,Owner_8677,Chennai,PawCare Clinic Delhi,Dr. Ananya Singh,2022-05-31,Routine Checkup,Dental Disease,Yes,635.12,1539.22,2174.34,10,1956.91,Credit Card,Yes,Yes,2022-06-17,97,5
VIS-000879,PET-01925,Rocky,Dog,German Shepherd,Male,2.4,Yes,Owner_2608,Delhi,PetMed Hyderabad,Dr. Ananya Singh,2022-05-31,Vaccination,Healthy,Yes,840.98,505.89,1346.87,0,1346.87,Credit Card,No,No,,87,5
VIS-000880,PET-01981,Tiger,Dog,Husky,Male,2.7,No,Owner_6283,Delhi,AnimalCare Chennai,Dr. Priya Sharma,2022-05-31,Lab Test,Parasites,No,2849.95,1191.73,4041.68,0,4041.68,UPI,Yes,No,,68,3
VIS-000881,PET-02600,Tiger,Cat,Ragdoll,Female,6.6,Yes,Owner_6180,Hyderabad,CityVet Kolkata,Dr. Rahul Mehta,2022-05-31,Vaccination,Arthritis,Yes,1401.9,1659.43,3061.33,15,2602.13,Credit Card,No,Yes,2022-06-26,26,5
VIS-000882,PET-02721,Bella,Dog,Bulldog,Male,0.4,No,Owner_1783,Chennai,AnimalCare Chennai,Dr. Ananya Singh,2022-05-31,Emergency,Respiratory Infection,No,11702.63,214.78,11917.41,0,11917.41,Credit Card,No,Yes,2022-06-29,99,3
VIS-000883,PET-01137,Max,Dog,Golden Retriever,Male,12.1,Yes,Owner_3175,Bangalore,VetPlus Mumbai,Dr. Kabir Joshi,2022-05-31,Dental Cleaning,Obesity,Yes,1829.74,306.06,2135.8,0,2135.8,Debit Card,No,No,,88,3
VIS-000884,PET-02997,Rocky,Cat,Stray,Female,2.5,Yes,Owner_7451,Kolkata,HealPet Bangalore,Dr. Rahul Mehta,2022-05-31,Routine Checkup,Arthritis,Yes,557.23,1889.81,2447.04,0,2447.04,Debit Card,No,No,,80,5
VIS-000885,PET-00773,Daisy,Dog,Pomeranian,Male,1.6,No,Owner_6230,Pune,AnimalCare Chennai,Dr. Sneha Rao,2022-06-01,Grooming,Allergy,No,483.46,525.36,1008.82,10,907.94,Debit Card,Yes,Yes,2022-06-29,23,5
VIS-000886,PET-01851,Luna,Dog,Labrador,Male,6.0,Yes,Owner_2577,Chennai,CityVet Kolkata,Dr. Sneha Rao,2022-06-01,Grooming,Dental Disease,Yes,687.41,1993.37,2680.78,0,2680.78,Credit Card,No,Yes,2022-06-27,28,3
VIS-000887,PET-01907,Ruby,Rabbit,Mini Rex,Male,1.2,No,Owner_7163,Mumbai,PetMed Hyderabad,Dr. Rahul Mehta,2022-06-02,Grooming,Obesity,No,459.63,1021.22,1480.85,10,1332.76,Debit Card,Yes,Yes,2022-06-23,41,5
VIS-000888,PET-00662,Milo,Hamster,Dwarf,Female,0.6,Yes,Owner_2599,Hyderabad,VetPlus Mumbai,Dr. Arjun Patel,2022-06-02,Dental Cleaning,Allergy,Yes,2504.78,1916.23,4421.01,0,4421.01,UPI,Yes,Yes,2022-06-10,83,5
VIS-000889,PET-00745,Ruby,Dog,Golden Retriever,Female,1.2,No,Owner_2927,Pune,AnimalCare Chennai,Dr. Kabir Joshi,2022-06-02,Dental Cleaning,Cancer,No,3870.92,739.13,4610.05,10,4149.04,Insurance,No,No,,108,1
VIS-000890,PET-02294,Luna,Cat,Persian,Female,4.5,No,Owner_2023,Mumbai,AnimalCare Chennai,Dr. Priya Sharma,2022-06-02,Vaccination,Parasites,Yes,1262.43,986.56,2248.99,0,2248.99,UPI,No,No,,38,4
VIS-000891,PET-01912,Buddy,Dog,Bulldog,Female,0.4,No,Owner_6728,Bangalore,CityVet Kolkata,Dr. Sneha Rao,2022-06-02,Routine Checkup,Skin Infection,Yes,481.91,860.54,1342.45,0,1342.45,Cash,Yes,Yes,2022-06-28,74,4
VIS-000892,PET-01612,Ruby,Cat,Siamese,Female,2.4,No,Owner_7480,Delhi,VetPlus Mumbai,Dr. Ananya Singh,2022-06-02,Follow-up,Healthy,Yes,310.48,1834.88,2145.36,5,2038.09,Credit Card,Yes,No,,112,2
VIS-000893,PET-00873,Buddy,Dog,Poodle,Female,1.1,Yes,Owner_7712,Bangalore,VetPlus Mumbai,Dr. Arjun Patel,2022-06-02,Lab Test,Skin Infection,Yes,2835.55,318.14,3153.69,0,3153.69,Cash,Yes,Yes,2022-06-14,52,3
VIS-000894,PET-00758,Bruno,Dog,Labrador,Male,3.2,No,Owner_7039,Jaipur,PetMed Hyderabad,Dr. Arjun Patel,2022-06-03,Routine Checkup,Fracture,No,326.33,1013.02,1339.35,5,1272.38,UPI,No,No,,58,5
VIS-000895,PET-02169,Rocky,Dog,Husky,Female,0.6,No,Owner_7811,Kolkata,VetPlus Mumbai,Dr. Rahul Mehta,2022-06-03,Routine Checkup,Arthritis,Yes,722.5,1939.92,2662.42,0,2662.42,Credit Card,Yes,No,,35,5
VIS-000896,PET-01558,Bella,Dog,Golden Retriever,Male,5.9,No,Owner_8189,Pune,CityVet Kolkata,Dr. Sneha Rao,2022-06-03,Grooming,Healthy,Yes,1084.77,1789.56,2874.33,0,2874.33,Cash,Yes,No,,118,4
VIS-000897,PET-01141,Rocky,Guinea Pig,Teddy,Female,10.3,No,Owner_4339,Bangalore,HealPet Bangalore,Dr. Arjun Patel,2022-06-03,Vaccination,Skin Infection,Yes,568.83,731.73,1300.56,0,1300.56,Debit Card,No,Yes,2022-07-02,78,5
VIS-000898,PET-00499,Rocky,Guinea Pig,Teddy,Male,1.5,No,Owner_6730,Pune,CityVet Kolkata,Dr. Arjun Patel,2022-06-03,Dental Cleaning,Ear Infection,No,3853.18,1564.34,5417.52,0,5417.52,Debit Card,No,Yes,2022-06-21,67,5
VIS-000899,PET-00565,Max,Cat,Stray,Male,1.8,No,Owner_6686,Delhi,CityVet Kolkata,Dr. Priya Sharma,2022-06-04,Emergency,Obesity,Yes,8461.38,239.44,8700.82,0,8700.82,Debit Card,No,Yes,2022-06-29,21,5
VIS-000900,PET-00555,Simba,Dog,Bulldog,Male,3.6,No,Owner_5386,Jaipur,HealPet Bangalore,Dr. Priya Sharma,2022-06-04,Routine Checkup,Fracture,Yes,494.47,1590.07,2084.54,0,2084.54,Debit Card,No,Yes,2022-06-20,45,5
VIS-000901,PET-02291,Rocky,Dog,Poodle,Female,5.4,Yes,Owner_2763,Bangalore,HealPet Bangalore,Dr. Arjun Patel,2022-06-04,Dental Cleaning,Dental Disease,Yes,2275.77,1671.6,3947.37,5,3750.0,UPI,No,Yes,2022-06-16,74,4
VIS-000902,PET-00734,Coco,Hamster,Dwarf,Male,0.2,No,Owner_8865,Hyderabad,VetPlus Mumbai,Dr. Sneha Rao,2022-06-04,Routine Checkup,Allergy,Yes,604.25,410.89,1015.14,10,913.63,Debit Card,Yes,Yes,2022-06-20,104,5
VIS-000903,PET-02127,Buddy,Cat,British Shorthair,Female,4.5,No,Owner_8140,Chennai,PetMed Hyderabad,Dr. Rahul Mehta,2022-06-04,Routine Checkup,Dental Disease,No,563.45,1672.15,2235.6,0,2235.6,Credit Card,Yes,No,,35,2
VIS-000904,PET-02534,Bruno,Guinea Pig,Teddy,Male,6.7,Yes,Owner_7851,Chennai,PawCare Clinic Delhi,Dr. Arjun Patel,2022-06-04,Routine Checkup,Digestive Issues,Yes,733.93,1205.31,1939.24,0,1939.24,Insurance,No,No,,87,2
VIS-000905,PET-02785,Milo,Dog,Labrador,Female,6.3,Yes,Owner_8166,Delhi,HealPet Bangalore,Dr. Ananya Singh,2022-06-04,Routine Checkup,Parasites,Yes,747.6,1704.58,2452.18,0,2452.18,UPI,No,No,,66,5
VIS-000906,PET-00311,Buddy,Cat,Ragdoll,Male,2.3,No,Owner_5193,Jaipur,HealPet Bangalore,Dr. Sneha Rao,2022-06-04,Vaccination,Healthy,No,826.58,1945.96,2772.54,15,2356.66,UPI,No,No,,40,4
VIS-000907,PET-02779,Tiger,Dog,Husky,Female,6.9,No,Owner_1509,Kolkata,PawCare Clinic Delhi,Dr. Arjun Patel,2022-06-04,Vaccination,Arthritis,No,508.71,253.78,762.49,0,762.49,Credit Card,No,Yes,2022-06-18,119,5
VIS-000908,PET-01831,Leo,Hamster,Roborovski,Male,3.2,No,Owner_2996,Mumbai,PetMed Hyderabad,Dr. Priya Sharma,2022-06-04,Routine Checkup,Parasites,No,689.33,141.03,830.36,5,788.84,Debit Card,Yes,No,,114,5
VIS-000909,PET-01065,Daisy,Turtle,Red-Eared Slider,Female,0.8,Yes,Owner_9655,Pune,PawCare Clinic Delhi,Dr. Ananya Singh,2022-06-04,Follow-up,Allergy,Yes,459.06,1972.9,2431.96,5,2310.36,Credit Card,Yes,No,,81,4
VIS-000910,PET-01027,Simba,Cat,British Shorthair,Female,1.3,Yes,Owner_9940,Hyderabad,AnimalCare Chennai,Dr. Ananya Singh,2022-06-05,Vaccination,Parasites,Yes,1155.02,20.61,1175.63,5,1116.85,Debit Card,Yes,No,,61,4
VIS-000911,PET-00694,Luna,Cat,Stray,Male,3.6,Yes,Owner_2712,Delhi,HealPet Bangalore,Dr. Sneha Rao,2022-06-05,Dental Cleaning,Digestive Issues,Yes,1222.89,1570.74,2793.63,0,2793.63,Credit Card,No,Yes,2022-06-26,51,4
VIS-000912,PET-00687,Luna,Guinea Pig,Teddy,Male,3.2,Yes,Owner_6534,Hyderabad,CityVet Kolkata,Dr. Priya Sharma,2022-06-05,Routine Checkup,Eye Infection,Yes,337.92,431.89,769.81,5,731.32,UPI,No,Yes,2022-06-26,70,4
VIS-000913,PET-02249,Bruno,Dog,Husky,Male,6.5,Yes,Owner_3047,Jaipur,PawCare Clinic Delhi,Dr. Priya Sharma,2022-06-05,Routine Checkup,Digestive Issues,Yes,749.31,1653.3,2402.61,0,2402.61,Credit Card,No,No,,118,4
VIS-000914,PET-00346,Max,Hamster,Dwarf,Male,5.0,Yes,Owner_3863,Delhi,AnimalCare Chennai,Dr. Kabir Joshi,2022-06-06,Routine Checkup,Fracture,Yes,481.94,148.88,630.82,5,599.28,Insurance,No,No,,59,3
VIS-000915,PET-01953,Charlie,Dog,Beagle,Female,1.0,No,Owner_2818,Bangalore,PetMed Hyderabad,Dr. Priya Sharma,2022-06-06,Surgery,Allergy,No,8672.9,1164.25,9837.15,5,9345.29,Cash,No,No,,86,4
VIS-000916,PET-02626,Tiger,Dog,Bulldog,Male,2.0,No,Owner_3094,Chennai,CityVet Kolkata,Dr. Ananya Singh,2022-06-07,Vaccination,Eye Infection,Yes,1473.32,1.53,1474.85,0,1474.85,UPI,No,Yes,2022-07-06,72,4
VIS-000917,PET-01678,Luna,Cat,Maine Coon,Female,6.0,No,Owner_6548,Mumbai,CityVet Kolkata,Dr. Kabir Joshi,2022-06-07,Emergency,Obesity,Yes,3950.36,105.82,4056.18,5,3853.37,UPI,No,Yes,2022-06-27,112,3
VIS-000918,PET-01267,Max,Bird,Cockatiel,Male,2.5,No,Owner_8587,Pune,CityVet Kolkata,Dr. Kabir Joshi,2022-06-07,Vaccination,Arthritis,Yes,1135.13,128.74,1263.87,10,1137.48,Insurance,No,No,,77,5
