Order_ID,SKU,Product_Name,Category,Supplier,Warehouse,Region,Order_Date,Delivery_Date,Ship_Mode,Payment_Terms,Unit_Price,Quantity_Ordered,Quantity_Received,Quantity_On_Hand,Reorder_Level,Lead_Time_Days,Discount_Pct,Total_Order_Value,Net_Value,Stock_Status,Defective_Units,Return_Units,Days_To_Deliver
ORD-001357,SKU-05799,Product_Omega_27,Pharmaceuticals,Supplier_A,Delhi WH,North,2022-09-11,2022-09-25,Road,Net 30,3590.63,139,139,748,38,24,0,499097.57,499097.57,In Stock,5,14,14
ORD-001358,SKU-01686,Product_Kappa_11,Industrial Parts,Supplier_K,Mumbai WH,West,2022-09-11,2022-09-15,Sea,Net 30,3886.34,326,326,765,44,9,10,1266946.84,1140252.16,In Stock,9,2,4
ORD-001359,SKU-09476,Product_Sigma_14,FMCG,Supplier_I,Kolkata WH,Central,2022-09-12,2022-09-21,Rail,Immediate,3370.36,148,148,527,123,39,10,498813.28,448931.95,In Stock,6,9,9
ORD-001360,SKU-05811,Product_Alpha_30,FMCG,Supplier_I,Hyderabad WH,South,2022-09-12,2022-10-02,Road,Net 15,3076.35,355,355,488,95,30,10,1092104.25,982893.82,In Stock,1,7,20
ORD-001361,SKU-09954,Product_Alpha_5,FMCG,Supplier_B,Bangalore WH,West,2022-09-12,2022-09-19,Sea,Net 15,4463.42,236,236,143,95,18,0,1053367.12,1053367.12,In Stock,2,12,7
ORD-001362,SKU-06346,Product_Kappa_25,Pharmaceuticals,Supplier_K,Bangalore WH,Central,2022-09-12,2022-09-19,Road,Net 30,402.35,191,191,553,125,44,0,76848.85,76848.85,In Stock,5,1,7
ORD-001363,SKU-06043,Product_Omega_48,Apparel,Supplier_E,Mumbai WH,South,2022-09-12,2022-09-16,Rail,Net 60,1661.26,101,367,514,172,43,10,167787.26,151008.53,In Stock,9,10,4
ORD-001364,SKU-03428,Product_Zeta_13,Furniture,Supplier_D,Kolkata WH,South,2022-09-12,2022-10-12,Rail,Net 15,1248.95,105,105,918,52,10,0,131139.75,131139.75,In Stock,8,3,30
ORD-001365,SKU-06126,Product_Zeta_3,Electronics,Supplier_B,Delhi WH,North,2022-09-12,2022-10-10,Rail,Net 15,4940.19,474,474,469,56,41,10,2341650.06,2107485.05,In Stock,8,3,28
ORD-001366,SKU-09220,Product_Alpha_17,Apparel,Supplier_J,Mumbai WH,West,2022-09-12,2022-09-25,Air,Net 60,1953.06,250,250,376,111,21,5,488265.0,463851.75,In Stock,7,8,13
ORD-001367,SKU-08813,Product_Beta_46,Industrial Parts,Supplier_C,Delhi WH,East,2022-09-12,2022-09-19,Road,Immediate,3665.74,396,396,667,143,22,0,1451633.04,1451633.04,In Stock,7,7,7
ORD-001368,SKU-04356,Product_Gamma_21,FMCG,Supplier_H,Bangalore WH,West,2022-09-13,2022-09-28,Rail,Net 30,3426.78,446,446,493,62,17,0,1528343.88,1528343.88,In Stock,8,6,15
ORD-001369,SKU-09707,Product_Kappa_32,Industrial Parts,Supplier_J,Hyderabad WH,South,2022-09-13,2022-10-10,Rail,Net 60,1068.29,94,210,684,145,5,20,100419.26,80335.41,In Stock,8,3,27
ORD-001370,SKU-08266,Product_Kappa_5,Pharmaceuticals,Supplier_H,Hyderabad WH,West,2022-09-13,2022-10-09,Rail,Net 30,1202.6,220,220,483,28,6,5,264572.0,251343.4,In Stock,9,6,26
ORD-001371,SKU-07540,Product_Beta_36,Industrial Parts,Supplier_G,Mumbai WH,Central,2022-09-13,2022-09-20,Sea,Net 30,1413.61,475,475,451,33,10,5,671464.75,637891.51,In Stock,8,0,7
ORD-001372,SKU-01038,Product_Delta_46,Electronics,Supplier_B,Bangalore WH,Central,2022-09-13,2022-10-06,Rail,Immediate,2061.53,298,298,997,150,43,20,614335.94,491468.75,Discontinued,4,10,23
ORD-001373,SKU-04342,Product_Kappa_9,Pharmaceuticals,Supplier_H,Hyderabad WH,West,2022-09-13,2022-09-24,Sea,Net 30,1179.28,339,339,535,88,2,10,399775.92,359798.33,Discontinued,5,7,11
ORD-001374,SKU-03844,Product_Kappa_18,Electronics,Supplier_I,Bangalore WH,South,2022-09-14,2022-09-18,Rail,Net 15,108.06,453,453,786,45,7,20,48951.18,39160.94,In Stock,4,7,4
ORD-001375,SKU-02098,Product_Gamma_11,Furniture,Supplier_L,Hyderabad WH,North,2022-09-14,2022-10-09,Road,Net 15,4398.17,442,442,74,146,4,0,1943991.14,1943991.14,Low Stock,0,8,25
ORD-001376,SKU-08027,Product_Alpha_39,Apparel,Supplier_B,Delhi WH,Central,2022-09-14,2022-09-28,Air,Net 30,4828.39,133,133,39,72,37,15,642175.87,545849.49,Low Stock,3,8,14
ORD-001377,SKU-02823,Product_Beta_12,Electronics,Supplier_F,Chennai WH,South,2022-09-14,2022-09-16,Sea,Net 15,1714.44,361,361,301,60,19,0,618912.84,618912.84,In Stock,0,0,2
ORD-001378,SKU-04155,Product_Sigma_8,Apparel,Supplier_J,Mumbai WH,East,2022-09-14,2022-10-14,Air,Net 60,1699.15,155,155,551,101,28,15,263368.25,223863.01,Reorder Pending,0,14,30
ORD-001379,SKU-04093,Product_Zeta_11,Furniture,Supplier_G,Bangalore WH,West,2022-09-14,2022-10-05,Sea,Immediate,45.39,28,28,61,121,20,15,1270.92,1080.28,Reorder Pending,2,9,21
ORD-001380,SKU-06658,Product_Beta_43,Furniture,Supplier_J,Mumbai WH,Central,2022-09-14,2022-10-11,Road,Net 15,3404.45,282,160,749,40,30,0,960054.9,960054.9,In Stock,6,6,27
ORD-001381,SKU-04778,Product_Alpha_44,Pharmaceuticals,Supplier_I,Delhi WH,North,2022-09-15,2022-10-07,Air,Net 30,4128.95,475,475,502,140,42,5,1961251.25,1863188.69,In Stock,0,14,22
ORD-001382,SKU-03896,Product_Sigma_10,Electronics,Supplier_K,Mumbai WH,North,2022-09-15,2022-10-04,Air,Net 60,741.58,116,116,998,58,38,10,86023.28,77420.95,In Stock,6,0,19
ORD-001383,SKU-01988,Product_Kappa_23,Pharmaceuticals,Supplier_D,Delhi WH,North,2022-09-15,2022-09-19,Road,Net 30,806.74,305,305,244,170,2,0,246055.7,246055.7,In Stock,9,5,4
ORD-001384,SKU-05116,Product_Gamma_14,Industrial Parts,Supplier_I,Hyderabad WH,East,2022-09-15,2022-10-10,Air,Net 15,3952.52,234,234,17,88,3,10,924889.68,832400.71,Low Stock,9,4,25
ORD-001385,SKU-07446,Product_Alpha_44,Industrial Parts,Supplier_L,Kolkata WH,Central,2022-09-16,2022-10-15,Air,Net 30,3085.29,405,405,651,94,42,0,1249542.45,1249542.45,In Stock,0,10,29
ORD-001386,SKU-05179,Product_Delta_29,Furniture,Supplier_E,Chennai WH,South,2022-09-16,2022-10-01,Road,Net 60,233.85,1,1,397,176,39,20,233.85,187.08,In Stock,8,1,15
ORD-001387,SKU-02682,Product_Alpha_41,Pharmaceuticals,Supplier_F,Kolkata WH,South,2022-09-16,2022-10-01,Sea,Immediate,3116.51,348,348,593,81,25,0,1084545.48,1084545.48,In Stock,4,12,15
ORD-001388,SKU-06626,Product_Beta_25,Furniture,Supplier_K,Chennai WH,East,2022-09-16,2022-10-08,Road,Net 30,1551.5,240,240,188,64,2,5,372360.0,353742.0,In Stock,5,2,22
ORD-001389,SKU-08424,Product_Sigma_29,Furniture,Supplier_H,Chennai WH,West,2022-09-16,2022-10-05,Sea,Net 15,1849.94,58,58,619,46,39,0,107296.52,107296.52,In Stock,8,14,19
ORD-001390,SKU-01933,Product_Alpha_39,Apparel,Supplier_C,Bangalore WH,South,2022-09-16,2022-10-03,Sea,Net 60,3850.96,335,335,745,135,15,0,1290071.6,1290071.6,In Stock,2,7,17
ORD-001391,SKU-04598,Product_Alpha_4,Electronics,Supplier_L,Hyderabad WH,South,2022-09-17,2022-09-22,Road,Net 30,4056.57,183,183,779,181,3,5,742352.31,705234.69,In Stock,2,1,5
ORD-001392,SKU-02980,Product_Zeta_50,Pharmaceuticals,Supplier_K,Chennai WH,Central,2022-09-17,2022-10-03,Road,Net 15,2007.78,337,337,103,161,5,5,676621.86,642790.77,Low Stock,4,14,16
ORD-001393,SKU-04056,Product_Delta_16,Apparel,Supplier_A,Chennai WH,West,2022-09-18,2022-09-19,Rail,Immediate,4736.29,26,26,922,60,40,0,123143.54,123143.54,In Stock,6,10,1
ORD-001394,SKU-09984,Product_Omega_16,Pharmaceuticals,Supplier_L,Bangalore WH,North,2022-09-18,2022-10-05,Sea,Immediate,2038.25,468,468,645,125,36,15,953901.0,810815.85,In Stock,2,3,17
ORD-001395,SKU-01791,Product_Delta_6,Apparel,Supplier_L,Hyderabad WH,South,2022-09-18,2022-10-12,Sea,Net 15,3861.46,409,24,343,93,40,0,1579337.14,1579337.14,In Stock,3,2,24
ORD-001396,SKU-06390,Product_Alpha_27,Apparel,Supplier_C,Bangalore WH,South,2022-09-19,2022-09-21,Road,Immediate,2424.55,77,77,370,79,38,10,186690.35,168021.32,In Stock,1,11,2
ORD-001397,SKU-07635,Product_Alpha_1,Apparel,Supplier_L,Delhi WH,South,2022-09-19,2022-10-07,Road,Net 60,4488.69,417,417,32,61,37,5,1871783.73,1778194.54,Low Stock,8,6,18
ORD-001398,SKU-03255,Product_Omega_13,Electronics,Supplier_G,Kolkata WH,North,2022-09-19,2022-10-19,Road,Net 15,4539.73,217,217,748,141,27,5,985121.41,935865.34,In Stock,9,7,30
ORD-001399,SKU-04610,Product_Beta_15,Pharmaceuticals,Supplier_G,Bangalore WH,North,2022-09-19,2022-10-03,Road,Immediate,446.21,328,328,373,198,5,0,146356.88,146356.88,In Stock,8,3,14
ORD-001400,SKU-02607,Product_Beta_43,Pharmaceuticals,Supplier_F,Delhi WH,West,2022-09-19,2022-10-16,Rail,Immediate,4683.1,325,325,847,30,17,10,1522007.5,1369806.75,In Stock,1,5,27
ORD-001401,SKU-06179,Product_Gamma_47,Pharmaceuticals,Supplier_L,Hyderabad WH,East,2022-09-20,2022-10-09,Sea,Net 60,4129.42,262,262,177,182,38,5,1081908.04,1027812.64,Discontinued,4,2,19
ORD-001402,SKU-07573,Product_Gamma_3,Electronics,Supplier_G,Chennai WH,Central,2022-09-20,2022-10-06,Rail,Net 60,3958.64,23,23,11,166,41,0,91048.72,91048.72,Low Stock,0,6,16
ORD-001403,SKU-01984,Product_Zeta_33,Apparel,Supplier_I,Kolkata WH,East,2022-09-20,2022-10-20,Road,Net 60,1012.55,244,244,862,137,12,0,247062.2,247062.2,In Stock,7,7,30
ORD-001404,SKU-06776,Product_Beta_21,Pharmaceuticals,Supplier_G,Bangalore WH,Central,2022-09-20,2022-10-07,Air,Net 15,4027.54,158,158,952,84,42,0,636351.32,636351.32,In Stock,5,6,17
ORD-001405,SKU-04676,Product_Omega_36,Pharmaceuticals,Supplier_C,Kolkata WH,West,2022-09-21,2022-10-16,Sea,Net 15,4252.16,206,206,740,66,31,0,875944.96,875944.96,In Stock,9,3,25
ORD-001406,SKU-04380,Product_Delta_40,Electronics,Supplier_J,Hyderabad WH,South,2022-09-21,2022-10-21,Sea,Immediate,1452.86,310,310,820,33,33,0,450386.6,450386.6,In Stock,9,13,30
ORD-001407,SKU-09711,Product_Delta_35,FMCG,Supplier_F,Kolkata WH,East,2022-09-21,2022-10-21,Air,Net 30,4761.78,87,87,780,86,43,0,414274.86,414274.86,In Stock,1,9,30
ORD-001408,SKU-09782,Product_Zeta_28,Pharmaceuticals,Supplier_J,Mumbai WH,South,2022-09-22,2022-09-28,Air,Immediate,258.8,267,224,889,199,29,10,69099.6,62189.64,In Stock,1,11,6
ORD-001409,SKU-02050,Product_Beta_15,Pharmaceuticals,Supplier_B,Mumbai WH,Central,2022-09-22,2022-10-15,Air,Net 30,758.05,415,415,455,128,38,0,314590.75,314590.75,In Stock,9,8,23
ORD-001410,SKU-04633,Product_Delta_7,Electronics,Supplier_C,Delhi WH,West,2022-09-23,2022-10-12,Air,Net 15,2692.53,134,134,869,179,3,0,360799.02,360799.02,In Stock,4,9,19
ORD-001411,SKU-07342,Product_Omega_21,FMCG,Supplier_F,Hyderabad WH,North,2022-09-23,2022-09-29,Air,Net 15,2883.2,267,267,642,29,38,0,769814.4,769814.4,In Stock,6,14,6
ORD-001412,SKU-01959,Product_Gamma_1,FMCG,Supplier_H,Hyderabad WH,South,2022-09-24,2022-10-18,Rail,Net 30,3229.3,333,333,248,143,41,5,1075356.9,1021589.05,In Stock,8,7,24
ORD-001413,SKU-07059,Product_Zeta_42,FMCG,Supplier_D,Kolkata WH,Central,2022-09-24,2022-10-21,Sea,Immediate,94.68,268,268,447,36,40,0,25374.24,25374.24,Reorder Pending,8,5,27
ORD-001414,SKU-09884,Product_Omega_1,Pharmaceuticals,Supplier_E,Mumbai WH,East,2022-09-24,2022-09-29,Sea,Immediate,4802.23,450,450,979,187,30,10,2161003.5,1944903.15,In Stock,5,1,5
ORD-001415,SKU-06655,Product_Zeta_14,Apparel,Supplier_J,Hyderabad WH,North,2022-09-25,2022-09-29,Air,Net 15,232.49,53,53,569,162,22,10,12321.97,11089.77,In Stock,1,9,4
ORD-001416,SKU-05473,Product_Kappa_15,Apparel,Supplier_I,Bangalore WH,East,2022-09-25,2022-10-08,Sea,Net 30,723.88,99,99,3,116,38,5,71664.12,68080.91,Low Stock,5,6,13
ORD-001417,SKU-03946,Product_Beta_43,Electronics,Supplier_J,Kolkata WH,East,2022-09-25,2022-10-17,Road,Immediate,79.93,247,247,235,186,32,0,19742.71,19742.71,In Stock,0,8,22
ORD-001418,SKU-08725,Product_Sigma_42,Industrial Parts,Supplier_J,Hyderabad WH,South,2022-09-25,2022-10-15,Road,Immediate,2838.62,36,36,172,76,43,5,102190.32,97080.8,In Stock,1,8,20
ORD-001419,SKU-01526,Product_Omega_3,Industrial Parts,Supplier_C,Chennai WH,North,2022-09-25,2022-10-15,Sea,Net 15,4662.01,401,401,321,157,10,0,1869466.01,1869466.01,In Stock,2,8,20
ORD-001420,SKU-04224,Product_Beta_14,Apparel,Supplier_F,Kolkata WH,East,2022-09-25,2022-10-24,Rail,Net 15,3333.08,28,28,370,90,32,20,93326.24,74660.99,In Stock,4,8,29
ORD-001421,SKU-02875,Product_Zeta_20,Apparel,Supplier_F,Hyderabad WH,Central,2022-09-25,2022-10-06,Rail,Net 30,4115.06,220,220,547,116,43,10,905313.2,814781.88,In Stock,9,5,11
ORD-001422,SKU-02763,Product_Kappa_7,Apparel,Supplier_D,Bangalore WH,North,2022-09-26,2022-10-13,Sea,Net 15,76.27,406,406,790,36,4,5,30965.62,29417.34,In Stock,0,0,17
ORD-001423,SKU-09712,Product_Gamma_17,Furniture,Supplier_J,Delhi WH,South,2022-09-26,2022-10-25,Road,Net 15,2714.66,102,102,748,95,29,20,276895.32,221516.26,In Stock,9,13,29
ORD-001424,SKU-06797,Product_Beta_39,Furniture,Supplier_E,Hyderabad WH,Central,2022-09-26,2022-10-09,Sea,Immediate,2303.22,263,5,786,36,8,5,605746.86,575459.52,In Stock,4,5,13
ORD-001425,SKU-08099,Product_Omega_41,Electronics,Supplier_K,Chennai WH,West,2022-09-26,2022-10-10,Rail,Net 30,2499.85,271,271,295,130,20,0,677459.35,677459.35,In Stock,4,4,14
ORD-001426,SKU-06109,Product_Zeta_44,Pharmaceuticals,Supplier_G,Mumbai WH,North,2022-09-26,2022-10-16,Rail,Net 60,370.34,224,253,839,139,7,0,82956.16,82956.16,In Stock,3,6,20
ORD-001427,SKU-07644,Product_Gamma_22,Apparel,Supplier_K,Mumbai WH,West,2022-09-27,2022-10-27,Rail,Net 15,3425.33,139,139,399,163,1,5,476120.87,452314.83,In Stock,2,12,30
ORD-001428,SKU-01116,Product_Gamma_41,Pharmaceuticals,Supplier_K,Kolkata WH,North,2022-09-27,2022-10-20,Air,Net 60,2521.07,280,280,57,138,25,15,705899.6,600014.66,Reorder Pending,6,7,23
ORD-001429,SKU-03433,Product_Omega_43,Industrial Parts,Supplier_A,Mumbai WH,East,2022-09-27,2022-10-22,Sea,Net 15,3828.09,451,451,874,97,26,15,1726468.59,1467498.3,In Stock,6,0,25
ORD-001430,SKU-06463,Product_Kappa_5,Electronics,Supplier_H,Mumbai WH,Central,2022-09-27,2022-10-05,Sea,Immediate,2431.6,286,286,529,22,9,10,695437.6,625893.84,In Stock,0,13,8
ORD-001431,SKU-01583,Product_Omega_2,Industrial Parts,Supplier_L,Chennai WH,North,2022-09-28,2022-10-07,Air,Net 15,755.41,454,454,547,127,23,0,342956.14,342956.14,In Stock,6,9,9
ORD-001432,SKU-09586,Product_Kappa_25,Furniture,Supplier_E,Delhi WH,South,2022-09-28,2022-10-11,Air,Net 30,3244.8,250,250,407,70,40,10,811200.0,730080.0,In Stock,2,3,13
ORD-001433,SKU-04788,Product_Delta_33,Furniture,Supplier_C,Kolkata WH,South,2022-09-28,2022-10-09,Road,Immediate,870.21,322,322,640,133,2,10,280207.62,252186.86,In Stock,2,3,11
ORD-001434,SKU-05167,Product_Alpha_15,Pharmaceuticals,Supplier_J,Kolkata WH,East,2022-09-28,2022-10-08,Sea,Immediate,4363.25,317,317,512,113,26,5,1383150.25,1313992.74,In Stock,5,12,10
ORD-001435,SKU-09465,Product_Alpha_40,Electronics,Supplier_J,Bangalore WH,North,2022-09-28,2022-10-13,Air,Immediate,3069.45,78,78,63,193,14,5,239417.1,227446.24,Low Stock,5,0,15
ORD-001436,SKU-02389,Product_Beta_20,Furniture,Supplier_A,Kolkata WH,West,2022-09-28,2022-10-24,Sea,Net 30,794.45,297,297,573,135,44,10,235951.65,212356.48,In Stock,3,10,26
ORD-001437,SKU-09357,Product_Delta_48,FMCG,Supplier_H,Hyderabad WH,East,2022-09-28,2022-10-03,Rail,Net 15,4812.07,338,318,877,124,31,15,1626479.66,1382507.71,In Stock,4,3,5
ORD-001438,SKU-07154,Product_Zeta_49,Industrial Parts,Supplier_E,Chennai WH,East,2022-09-28,2022-10-03,Rail,Net 30,2596.64,307,307,419,118,26,10,797168.48,717451.63,In Stock,2,6,5
ORD-001439,SKU-06420,Product_Delta_40,Apparel,Supplier_K,Kolkata WH,West,2022-09-29,2022-10-13,Air,Net 30,373.76,428,428,842,173,19,0,159969.28,159969.28,In Stock,2,14,14
ORD-001440,SKU-09920,Product_Beta_4,Furniture,Supplier_H,Hyderabad WH,East,2022-09-29,2022-10-19,Air,Net 60,3137.9,351,351,145,95,38,0,1101402.9,1101402.9,In Stock,8,13,20
ORD-001441,SKU-03043,Product_Gamma_24,FMCG,Supplier_C,Bangalore WH,West,2022-09-29,2022-10-22,Rail,Net 60,1273.46,13,13,271,178,5,15,16554.98,14071.73,In Stock,4,14,23
ORD-001442,SKU-05197,Product_Kappa_19,FMCG,Supplier_J,Mumbai WH,West,2022-09-29,2022-10-28,Rail,Immediate,4020.43,346,346,16,100,6,15,1391068.78,1182408.46,Low Stock,0,5,29
ORD-001443,SKU-04496,Product_Delta_10,Electronics,Supplier_G,Chennai WH,Central,2022-09-29,2022-10-23,Sea,Net 15,4090.93,492,492,791,91,35,0,2012737.56,2012737.56,In Stock,8,3,24
ORD-001444,SKU-01778,Product_Zeta_14,Electronics,Supplier_G,Chennai WH,East,2022-09-29,2022-10-16,Road,Net 60,4894.95,396,396,97,166,16,5,1938400.2,1841480.19,Low Stock,9,1,17
ORD-001445,SKU-01213,Product_Alpha_16,Electronics,Supplier_J,Chennai WH,North,2022-09-29,2022-10-09,Rail,Net 60,2514.33,82,82,451,162,31,20,206175.06,164940.05,In Stock,5,11,10
ORD-001446,SKU-04762,Product_Kappa_48,Electronics,Supplier_E,Bangalore WH,Central,2022-09-29,2022-10-26,Sea,Net 60,2280.23,9,9,738,130,18,20,20522.07,16417.66,In Stock,8,12,27
ORD-001447,SKU-07731,Product_Omega_9,Furniture,Supplier_B,Hyderabad WH,North,2022-09-29,2022-10-22,Sea,Immediate,3769.84,497,497,974,77,14,10,1873610.48,1686249.43,In Stock,6,6,23
ORD-001448,SKU-04117,Product_Sigma_21,Furniture,Supplier_H,Mumbai WH,East,2022-09-29,2022-10-17,Rail,Immediate,671.03,213,213,897,97,25,0,142929.39,142929.39,In Stock,9,7,18
ORD-001449,SKU-06791,Product_Alpha_34,Electronics,Supplier_J,Delhi WH,North,2022-09-29,2022-10-27,Rail,Net 30,2739.11,48,48,242,177,15,10,131477.28,118329.55,In Stock,9,8,28
ORD-001450,SKU-09783,Product_Zeta_42,Furniture,Supplier_J,Chennai WH,Central,2022-09-30,2022-10-11,Sea,Net 60,2735.78,49,49,478,67,26,0,134053.22,134053.22,In Stock,6,8,11
ORD-001451,SKU-03720,Product_Sigma_49,Electronics,Supplier_G,Mumbai WH,Central,2022-10-01,2022-10-24,Road,Immediate,456.47,309,383,200,75,36,15,141049.23,119891.85,In Stock,4,13,23
ORD-001452,SKU-09905,Product_Alpha_15,Electronics,Supplier_H,Kolkata WH,Central,2022-10-01,2022-10-25,Road,Net 15,2095.74,440,440,905,61,11,0,922125.6,922125.6,In Stock,6,3,24
ORD-001453,SKU-07047,Product_Omega_22,FMCG,Supplier_A,Delhi WH,East,2022-10-01,2022-10-31,Sea,Net 15,4267.89,40,40,948,43,37,10,170715.6,153644.04,In Stock,9,2,30
ORD-001454,SKU-09032,Product_Delta_14,Apparel,Supplier_I,Chennai WH,West,2022-10-01,2022-10-19,Air,Net 30,4282.21,363,250,472,129,41,10,1554442.23,1398998.01,In Stock,3,4,18
ORD-001455,SKU-01001,Product_Alpha_43,Furniture,Supplier_A,Chennai WH,West,2022-10-01,2022-10-22,Rail,Net 60,505.2,280,280,178,71,37,10,141456.0,127310.4,In Stock,5,5,21
ORD-001456,SKU-07368,Product_Delta_44,Furniture,Supplier_I,Mumbai WH,East,2022-10-01,2022-10-08,Road,Net 30,462.7,226,226,507,190,7,5,104570.2,99341.69,Discontinued,1,11,7
ORD-001457,SKU-02949,Product_Delta_39,Pharmaceuticals,Supplier_J,Hyderabad WH,South,2022-10-01,2022-10-08,Air,Net 60,1320.85,456,456,452,53,18,0,602307.6,602307.6,In Stock,9,12,7
ORD-001458,SKU-07732,Product_Zeta_34,Electronics,Supplier_H,Mumbai WH,North,2022-10-01,2022-10-08,Rail,Net 15,4375.08,108,108,269,22,20,10,472508.64,425257.78,In Stock,2,7,7
ORD-001459,SKU-08833,Product_Omega_12,Electronics,Supplier_E,Kolkata WH,North,2022-10-01,2022-10-21,Sea,Net 15,653.22,245,245,233,87,2,0,160038.9,160038.9,In Stock,1,2,20
ORD-001460,SKU-01917,Product_Kappa_41,Furniture,Supplier_K,Kolkata WH,West,2022-10-01,2022-10-24,Sea,Immediate,3602.78,255,255,623,158,26,0,918708.9,918708.9,In Stock,9,13,23
ORD-001461,SKU-04174,Product_Alpha_5,Apparel,Supplier_K,Kolkata WH,East,2022-10-01,2022-10-11,Rail,Net 15,514.82,33,33,485,160,23,20,16989.06,13591.25,In Stock,1,14,10
ORD-001462,SKU-08014,Product_Kappa_5,Industrial Parts,Supplier_H,Delhi WH,East,2022-10-02,2022-10-24,Air,Net 15,3119.46,23,23,999,69,32,5,71747.58,68160.2,In Stock,6,12,22
ORD-001463,SKU-01089,Product_Delta_4,Electronics,Supplier_E,Bangalore WH,West,2022-10-02,2022-10-14,Road,Immediate,1786.78,333,333,577,101,13,10,594997.74,535497.97,In Stock,4,5,12
ORD-001464,SKU-02709,Product_Gamma_14,Industrial Parts,Supplier_I,Delhi WH,South,2022-10-02,2022-11-01,Sea,Net 15,3946.68,54,265,337,38,13,5,213120.72,202464.68,In Stock,5,4,30
ORD-001465,SKU-04041,Product_Gamma_6,Pharmaceuticals,Supplier_F,Hyderabad WH,South,2022-10-02,2022-10-24,Rail,Net 15,1176.12,309,309,860,63,17,10,363421.08,327078.97,In Stock,2,12,22
ORD-001466,SKU-01105,Product_Gamma_38,Furniture,Supplier_K,Delhi WH,Central,2022-10-02,2022-10-07,Sea,Net 60,3199.62,49,49,948,180,25,10,156781.38,141103.24,In Stock,9,6,5
ORD-001467,SKU-09619,Product_Delta_16,FMCG,Supplier_J,Chennai WH,Central,2022-10-02,2022-10-25,Sea,Net 30,1186.06,462,462,756,185,22,10,547959.72,493163.75,In Stock,4,13,23
ORD-001468,SKU-02895,Product_Beta_28,Electronics,Supplier_J,Hyderabad WH,West,2022-10-02,2022-10-23,Air,Net 15,3571.16,78,78,756,22,27,20,278550.48,222840.38,Reorder Pending,4,8,21
ORD-001469,SKU-07090,Product_Kappa_20,Furniture,Supplier_E,Hyderabad WH,Central,2022-10-03,2022-10-09,Road,Net 60,4369.65,336,336,979,132,17,5,1468202.4,1394792.28,In Stock,3,6,6
ORD-001470,SKU-09508,Product_Gamma_47,Furniture,Supplier_G,Mumbai WH,Central,2022-10-03,2022-10-20,Sea,Net 30,642.74,433,335,447,84,26,10,278306.42,250475.78,In Stock,9,10,17
ORD-001471,SKU-07082,Product_Delta_16,Pharmaceuticals,Supplier_E,Bangalore WH,Central,2022-10-03,2022-10-21,Rail,Immediate,4334.31,358,358,583,182,38,10,1551682.98,1396514.68,In Stock,3,5,18
ORD-001472,SKU-01634,Product_Zeta_12,Electronics,Supplier_B,Mumbai WH,West,2022-10-03,2022-10-26,Road,Net 60,2971.94,122,122,356,183,14,0,362576.68,362576.68,In Stock,7,8,23
ORD-001473,SKU-02925,Product_Delta_20,Furniture,Supplier_I,Chennai WH,West,2022-10-04,2022-10-25,Rail,Net 15,644.28,444,444,48,185,14,5,286060.32,271757.3,Low Stock,5,9,21
ORD-001474,SKU-03056,Product_Sigma_37,Apparel,Supplier_D,Bangalore WH,East,2022-10-04,2022-10-15,Rail,Net 30,2143.43,359,359,495,58,12,20,769491.37,615593.1,In Stock,1,3,11
ORD-001475,SKU-07917,Product_Kappa_41,FMCG,Supplier_J,Bangalore WH,West,2022-10-04,2022-10-27,Air,Immediate,812.69,90,90,345,172,5,0,73142.1,73142.1,In Stock,1,13,23
ORD-001476,SKU-04144,Product_Delta_18,FMCG,Supplier_I,Hyderabad WH,Central,2022-10-05,2022-10-09,Sea,Net 60,3504.74,346,346,701,83,37,0,1212640.04,1212640.04,In Stock,1,0,4
ORD-001477,SKU-01552,Product_Kappa_6,Industrial Parts,Supplier_E,Bangalore WH,Central,2022-10-05,2022-10-30,Rail,Net 15,3796.75,193,193,292,123,4,5,732772.75,696134.11,In Stock,5,7,25
ORD-001478,SKU-09907,Product_Omega_26,Furniture,Supplier_B,Chennai WH,South,2022-10-05,2022-10-17,Road,Net 60,537.92,416,416,688,32,29,0,223774.72,223774.72,In Stock,0,5,12
ORD-001479,SKU-06383,Product_Zeta_11,Electronics,Supplier_G,Hyderabad WH,North,2022-10-05,2022-10-23,Air,Net 60,2535.64,377,377,963,87,25,15,955936.28,812545.84,In Stock,2,5,18
ORD-001480,SKU-04911,Product_Kappa_29,Pharmaceuticals,Supplier_H,Hyderabad WH,South,2022-10-06,2022-10-22,Sea,Immediate,4074.98,463,463,672,89,4,0,1886715.74,1886715.74,In Stock,0,13,16
ORD-001481,SKU-04389,Product_Zeta_33,Furniture,Supplier_D,Hyderabad WH,West,2022-10-06,2022-10-25,Road,Net 30,4681.45,244,244,149,94,16,0,1142273.8,1142273.8,In Stock,3,14,19
ORD-001482,SKU-09442,Product_Zeta_49,FMCG,Supplier_E,Delhi WH,North,2022-10-06,2022-10-25,Rail,Net 15,2572.45,149,149,581,20,2,15,383295.05,325800.79,In Stock,0,4,19
ORD-001483,SKU-03430,Product_Gamma_31,FMCG,Supplier_H,Chennai WH,West,2022-10-06,2022-10-28,Air,Immediate,4751.89,146,146,544,117,23,0,693775.94,693775.94,Reorder Pending,8,9,22
