TransactionID,CustomerID,TransactionDate,TransactionTime,TransactionType,MerchantCategory,Amount(INR),CardType,IsInternational,CustomerAge,AccountAgeDays,PreviousTransactions,DailyTransactionCount,TransactionHour,DistanceFromHome(km),Bank,DeviceUsed,FailedAttemptsLast24h,IsNewDevice,TimeSinceLastTransaction(min),IsFraud
TXN100426,CUST3131,2022-12-12,00:32:27,POS Terminal,Pharmacy,25604.28,Discover,0,37,2150,151,11,0,341.9,HSBC,ATM,5,1,1144,1
TXN100427,CUST9985,2023-04-19,16:29:12,Bank Transfer,Travel,20149.48,Mastercard,1,37,1161,477,12,16,356.5,Citibank,POS Machine,2,0,178,1
TXN100428,CUST7768,2024-02-03,02:09:21,ATM Withdrawal,Luxury,4873.03,Mastercard,1,37,1166,127,12,2,167.3,SBI,Web Browser,1,0,417,1
TXN100429,CUST7790,2024-04-07,05:39:02,Mobile Payment,Luxury,36641.32,Amex,1,26,2557,456,14,5,423.6,ICICI,Mobile App,0,0,921,1
TXN100430,CUST6013,2022-10-01,22:51:10,ATM Withdrawal,Jewellery,2985.57,Visa,0,52,3434,250,4,22,116.6,Barclays,Tablet,0,0,343,0
TXN100431,CUST1416,2021-05-23,18:02:25,Contactless Payment,Groceries,33503.54,Visa,0,44,861,294,12,18,161.3,ICICI,Tablet,1,0,908,0
TXN100432,CUST1432,2024-06-22,07:20:13,Online Purchase,Jewellery,31446.96,Mastercard,0,18,1730,123,7,7,290.6,Yes Bank,Tablet,0,1,928,1
TXN100433,CUST8994,2024-01-19,21:43:29,Contactless Payment,Luxury,1337.83,Visa,0,66,977,402,2,21,402.3,PNB,Web Browser,1,1,106,0
TXN100434,CUST5460,2024-12-23,16:45:24,ATM Withdrawal,Entertainment,5911.53,Discover,0,23,2589,395,14,16,496.2,SBI,POS Machine,0,1,825,0
TXN100435,CUST3327,2023-10-12,12:38:55,ATM Withdrawal,Travel,2899.98,Visa,0,65,435,67,2,12,416.5,SBI,POS Machine,0,1,996,0
TXN100436,CUST1029,2024-03-18,06:44:34,Bank Transfer,Luxury,7207.14,Discover,0,56,1063,338,5,6,366.0,HSBC,Tablet,2,1,807,1
TXN100437,CUST9173,2024-11-12,20:46:56,Bank Transfer,Jewellery,21046.85,Discover,0,34,1845,97,1,20,36.9,Citibank,Tablet,1,0,885,0
TXN100438,CUST4460,2022-09-26,03:39:01,Bank Transfer,Groceries,21774.05,RuPay,0,53,2138,38,13,3,441.4,SBI,ATM,4,1,1380,1
TXN100439,CUST8306,2023-07-06,10:10:05,Mobile Payment,Electronics,3416.59,Discover,0,43,1544,404,13,10,27.9,Barclays,POS Machine,0,0,921,0
TXN100440,CUST2121,2021-02-14,10:51:07,Contactless Payment,Groceries,87682.89,RuPay,0,32,3597,431,5,10,62.0,PNB,Web Browser,2,0,974,1
TXN100441,CUST2629,2022-05-14,03:04:35,Contactless Payment,Entertainment,24966.66,Visa,0,67,3511,449,18,3,468.3,HSBC,Mobile App,1,0,1292,0
TXN100442,CUST4734,2023-08-05,14:36:16,Contactless Payment,Fuel,8589.87,RuPay,0,,1107,133,19,14,414.9,Kotak,Tablet,0,0,14,0
TXN100443,CUST1731,2022-01-04,03:49:30,Mobile Payment,Travel,1912.97,Amex,1,59,1660,60,9,3,88.4,Axis,ATM,1,0,1392,0
TXN100444,CUST7171,2021-04-20,00:01:58,Bank Transfer,Clothing,8100.49,Visa,0,21,421,477,12,0,109.5,HDFC,Mobile App,0,0,1093,0
TXN100445,CUST3181,2022-12-17,02:18:57,ATM Withdrawal,Electronics,5010.48,Discover,0,64,2079,371,5,2,373.6,HSBC,ATM,2,0,1275,1
TXN100446,CUST3176,2021-05-28,00:13:34,ATM Withdrawal,Fuel,35841.79,Visa,0,61,1109,236,19,0,216.5,Citibank,Web Browser,0,1,1002,1
TXN100447,CUST7774,2023-12-10,15:37:30,Online Purchase,Entertainment,2733.21,Discover,1,21,471,459,10,15,149.5,SBI,POS Machine,0,0,400,0
TXN100448,CUST5132,2021-07-14,09:06:05,ATM Withdrawal,Travel,4270.62,RuPay,1,34,969,159,5,9,492.7,ICICI,ATM,0,1,1235,0
TXN100449,CUST4467,2022-05-23,12:52:43,Online Purchase,Pharmacy,20652.3,Visa,0,36,2112,495,7,12,37.1,HDFC,Tablet,0,0,1073,0
TXN100450,CUST4347,2024-02-06,12:10:34,Bank Transfer,Luxury,23230.48,Visa,0,33,3553,189,4,12,201.3,HDFC,Tablet,1,0,892,0
TXN100451,CUST1044,2022-06-26,01:39:27,Bank Transfer,Groceries,697.62,RuPay,0,60,1966,234,9,1,38.5,SBI,Web Browser,0,1,541,0
TXN100452,CUST6257,2021-01-06,21:30:04,Contactless Payment,Electronics,10659.56,Amex,0,50,693,160,19,21,41.4,HDFC,ATM,0,0,134,0
TXN100453,CUST1950,2023-03-22,13:30:32,ATM Withdrawal,Restaurant,44125.34,Discover,0,21,3393,172,2,13,351.2,HSBC,ATM,0,0,1269,1
TXN100454,CUST3386,2021-08-16,01:58:52,Mobile Payment,Clothing,3574.61,Mastercard,0,27,1904,353,7,1,367.2,PNB,Mobile App,1,0,1060,0
TXN100455,CUST1173,2021-10-24,01:06:50,ATM Withdrawal,Fuel,8865.93,Mastercard,0,27,765,267,2,1,278.5,HSBC,Tablet,0,0,146,0
TXN100456,CUST9215,2024-01-09,16:55:58,ATM Withdrawal,Fuel,521.18,Discover,1,71,2085,301,12,16,119.9,PNB,Mobile App,0,0,1314,0
TXN100457,CUST9137,2024-03-09,16:28:59,ATM Withdrawal,Jewellery,4351.14,Amex,0,53,2729,279,1,16,,HDFC,Tablet,1,0,1419,0
TXN100458,CUST3054,2024-08-27,11:44:15,Mobile Payment,Fuel,15939.64,RuPay,0,39,3525,306,11,11,244.1,HSBC,ATM,1,1,1348,0
TXN100459,CUST4134,2021-04-05,03:51:49,Online Purchase,Travel,20918.58,Amex,0,38,1703,294,14,3,274.1,HDFC,Tablet,0,0,754,1
TXN100460,CUST5433,2021-04-17,10:42:18,Contactless Payment,Restaurant,2679.9,Discover,0,38,1729,431,4,10,157.7,SBI,Tablet,2,0,264,0
TXN100461,CUST6821,2023-03-07,23:19:21,Online Purchase,Fuel,8232.87,RuPay,0,51,1866,71,16,23,40.1,Axis,ATM,1,0,485,0
TXN100462,CUST8849,2022-01-01,21:39:39,Contactless Payment,Clothing,25495.17,RuPay,0,,3433,172,18,21,459.1,Citibank,ATM,0,0,258,0
TXN100463,CUST7931,2024-03-21,08:56:03,POS Terminal,Restaurant,3783.27,RuPay,0,31,435,213,10,8,35.5,SBI,Web Browser,,0,167,0
TXN100464,CUST8691,2022-03-04,18:09:00,ATM Withdrawal,Clothing,72055.97,Discover,0,23,1766,399,5,18,406.5,Axis,Mobile App,0,0,337,0
TXN100465,CUST4632,2024-02-26,22:36:21,Mobile Payment,Fuel,3386.61,Visa,0,40,2800,261,4,22,24.3,Yes Bank,ATM,0,1,1220,0
TXN100466,CUST3430,2024-03-07,21:34:14,ATM Withdrawal,Travel,18531.94,Amex,0,44,2181,456,20,21,123.0,PNB,Tablet,0,0,1048,0
TXN100467,CUST3094,2024-02-19,06:29:36,POS Terminal,Luxury,12421.4,RuPay,1,20,3474,476,7,6,205.5,Kotak,Web Browser,5,1,97,1
TXN100468,CUST9777,2024-01-10,09:25:33,Contactless Payment,Luxury,2165.68,Amex,1,75,90,303,15,9,82.0,HSBC,Tablet,0,0,227,0
TXN100469,CUST6489,2022-12-09,00:57:30,POS Terminal,Entertainment,13146.41,Mastercard,1,29,3228,90,12,0,465.1,SBI,ATM,1,0,893,1
TXN100470,CUST7793,2024-07-24,00:45:34,Contactless Payment,Restaurant,25144.94,Mastercard,0,,1896,455,20,0,265.9,SBI,Web Browser,3,0,415,1
TXN100471,CUST3010,2023-04-21,04:17:22,ATM Withdrawal,Jewellery,28017.09,Discover,0,60,563,455,8,4,483.4,Yes Bank,ATM,1,0,788,1
TXN100472,CUST1860,2022-02-13,04:25:12,ATM Withdrawal,Jewellery,48037.47,Amex,0,65,2967,365,14,4,310.9,Citibank,Web Browser,,0,1379,1
TXN100473,CUST9659,2021-01-05,00:32:53,ATM Withdrawal,Clothing,23061.34,Amex,0,,3221,40,8,0,191.8,HDFC,Web Browser,0,0,456,0
TXN100474,CUST5671,2022-05-14,13:42:41,ATM Withdrawal,Restaurant,800.33,Discover,0,33,1402,150,16,13,60.6,Barclays,Mobile App,0,1,329,0
TXN100475,CUST6979,2024-11-04,22:16:02,POS Terminal,Electronics,4159.57,Amex,0,19,2672,230,4,22,433.0,Citibank,POS Machine,1,0,1197,0
TXN100476,CUST9606,2023-06-13,22:37:04,Contactless Payment,Fuel,16083.82,Mastercard,0,,3044,320,17,22,154.3,Kotak,Web Browser,0,0,187,0
TXN100477,CUST2644,2022-05-10,10:14:40,Online Purchase,Travel,32443.74,Visa,0,35,3024,480,12,10,98.1,PNB,Web Browser,,0,957,1
TXN100478,CUST1687,2023-02-08,20:47:53,Contactless Payment,Fuel,8283.87,Amex,0,22,1715,17,20,20,59.6,Yes Bank,Tablet,1,1,1061,0
TXN100479,CUST2298,2021-07-22,11:29:37,Contactless Payment,Entertainment,3114.3,Discover,0,33,2572,218,17,11,198.4,HDFC,ATM,0,1,365,0
TXN100480,CUST2103,2023-11-09,14:47:43,Online Purchase,Restaurant,116672.48,Visa,0,40,711,439,8,14,413.9,SBI,Mobile App,0,1,549,0
TXN100481,CUST8741,2021-11-08,22:25:42,Bank Transfer,Groceries,4076.3,Visa,0,73,1774,25,19,22,198.0,Citibank,ATM,0,0,989,0
TXN100482,CUST8288,2022-04-25,09:47:42,ATM Withdrawal,Jewellery,12216.13,Visa,0,48,965,442,10,9,156.0,PNB,ATM,0,0,319,0
TXN100483,CUST2729,2024-05-24,14:46:30,POS Terminal,Luxury,18566.7,Visa,0,33,863,52,18,14,332.2,ICICI,Tablet,0,0,1435,0
TXN100484,CUST4901,2021-12-05,05:57:10,Online Purchase,Luxury,10057.74,Mastercard,1,55,879,263,10,5,191.2,HSBC,Tablet,2,0,,1
TXN100485,CUST7901,2022-03-20,02:28:49,Contactless Payment,Travel,1325.65,Amex,0,39,1994,360,12,2,,HDFC,Tablet,0,0,423,0
TXN100486,CUST8935,2024-09-13,20:30:23,Bank Transfer,Clothing,6230.62,Discover,0,30,1305,182,9,20,19.7,Citibank,ATM,1,0,66,0
TXN100487,CUST1737,2023-01-17,07:54:20,ATM Withdrawal,Clothing,16220.26,Discover,1,47,2465,178,2,7,309.5,HSBC,Web Browser,,0,651,1
TXN100488,CUST3252,2023-09-04,16:46:58,ATM Withdrawal,Electronics,58721.02,Amex,0,35,473,352,9,16,474.4,PNB,Web Browser,0,0,1039,0
TXN100489,CUST9716,2024-02-19,02:57:41,Online Purchase,Luxury,38555.89,Amex,1,30,94,493,17,2,405.1,PNB,ATM,2,1,822,1
TXN100490,CUST5570,2021-12-10,21:24:18,ATM Withdrawal,Pharmacy,4787.66,Amex,0,61,387,392,4,21,440.5,Barclays,ATM,2,0,119,0
TXN100491,CUST7082,2024-02-14,21:11:14,Mobile Payment,Entertainment,1643.96,Mastercard,0,29,3185,83,11,21,328.8,PNB,Web Browser,0,0,823,0
TXN100492,CUST8998,2022-09-11,23:52:59,Online Purchase,Groceries,3737.92,Amex,0,70,1824,209,17,23,468.0,Citibank,Mobile App,0,0,835,0
TXN100493,CUST8616,2024-02-26,13:11:14,Contactless Payment,Entertainment,5166.53,Mastercard,0,40,1612,352,11,13,18.5,Axis,ATM,0,0,1158,0
TXN100494,CUST1210,2023-10-24,02:59:00,Bank Transfer,Groceries,1094.51,RuPay,0,60,292,76,12,2,446.9,PNB,Mobile App,0,0,300,0
TXN100495,CUST9599,2024-12-16,23:15:13,Mobile Payment,Jewellery,13036.84,Discover,0,44,1637,127,12,23,348.4,Kotak,ATM,0,1,1291,1
TXN100496,CUST3924,2023-06-14,01:02:07,POS Terminal,Fuel,18770.24,Amex,0,32,2945,411,19,1,446.7,Yes Bank,POS Machine,0,0,634,0
TXN100497,CUST2598,2023-05-13,14:41:28,Online Purchase,Travel,1507.62,Visa,0,58,775,382,15,14,299.9,Kotak,Web Browser,0,0,121,0
TXN100498,CUST5009,2022-11-27,18:12:50,Contactless Payment,Entertainment,13642.51,RuPay,1,43,2543,102,4,18,3.6,Axis,Web Browser,2,0,702,1
TXN100499,CUST8689,2024-05-06,23:21:49,ATM Withdrawal,Jewellery,84667.62,RuPay,0,32,2445,498,6,23,220.4,HDFC,Mobile App,0,1,1336,1
TXN100500,CUST7672,2024-01-19,22:33:09,Online Purchase,Travel,1357.89,Visa,0,38,579,481,16,22,51.8,Axis,Mobile App,0,0,1407,0
TXN100501,CUST6679,2022-08-07,04:10:07,ATM Withdrawal,Pharmacy,12811.29,Mastercard,0,66,2717,282,17,4,499.4,Axis,ATM,0,0,463,0
TXN100502,CUST1763,2022-05-09,01:34:50,POS Terminal,Pharmacy,14656.9,RuPay,0,22,182,267,19,1,192.2,Kotak,Mobile App,0,0,1357,0
TXN100503,CUST9559,2024-05-26,08:01:22,Bank Transfer,Luxury,3835.61,Mastercard,0,55,3225,393,11,8,495.3,SBI,Tablet,,0,713,0
TXN100504,CUST7570,2022-09-23,17:36:36,Bank Transfer,Jewellery,47514.48,Discover,1,60,1055,15,11,17,29.2,HDFC,POS Machine,0,0,885,1
TXN100505,CUST9341,2021-07-12,08:37:52,Contactless Payment,Groceries,3272.55,Mastercard,0,52,2977,227,16,8,226.7,Kotak,Mobile App,0,0,945,0
TXN100506,CUST7304,2023-05-01,23:20:46,Mobile Payment,Restaurant,32531.3,Amex,0,,3210,12,20,23,256.6,Barclays,POS Machine,0,0,35,1
TXN100507,CUST1315,2022-11-08,19:03:11,Bank Transfer,Clothing,3720.1,Visa,0,53,2808,498,18,19,12.7,Kotak,Tablet,0,0,107,0
TXN100508,CUST2022,2021-09-01,23:59:28,Contactless Payment,Travel,7280.46,RuPay,0,46,795,248,17,23,372.1,Citibank,Tablet,0,0,902,0
TXN100509,CUST5325,2021-01-16,13:21:27,Mobile Payment,Jewellery,155327.28,Visa,1,71,134,331,3,13,487.8,Axis,Tablet,1,1,1399,1
TXN100510,CUST3758,2023-08-09,16:59:19,POS Terminal,Restaurant,69243.19,Discover,0,48,1650,232,2,16,419.3,Axis,POS Machine,3,1,1144,1
TXN100511,CUST5883,2023-06-02,05:32:50,Bank Transfer,Entertainment,8630.0,Mastercard,0,23,2789,25,3,5,154.4,Axis,POS Machine,1,0,830,0
TXN100512,CUST4037,2021-09-12,23:30:01,ATM Withdrawal,Pharmacy,14620.35,Amex,0,24,3405,383,4,23,209.4,ICICI,POS Machine,2,0,247,1
TXN100513,CUST9036,2023-01-18,17:23:59,Contactless Payment,Travel,1224.12,Amex,0,39,883,472,14,17,137.1,ICICI,Web Browser,1,1,659,0
TXN100514,CUST9103,2023-10-18,14:29:37,Bank Transfer,Entertainment,567.03,Amex,0,72,2809,197,13,14,407.9,Axis,POS Machine,0,0,491,0
TXN100515,CUST8964,2022-02-20,06:28:59,Contactless Payment,Luxury,11086.98,Discover,1,33,1327,145,7,6,372.0,ICICI,Tablet,1,0,1409,0
TXN100516,CUST1697,2022-02-18,15:02:42,Mobile Payment,Restaurant,12660.41,Discover,0,40,2897,195,1,15,67.2,Kotak,Tablet,2,0,1285,0
TXN100517,CUST3590,2021-04-13,04:10:04,Bank Transfer,Electronics,61013.2,Mastercard,0,43,2455,242,10,4,205.9,Citibank,Web Browser,1,1,1203,1
TXN100518,CUST3674,2023-03-10,09:00:30,Contactless Payment,Travel,7659.1,Mastercard,0,59,448,472,18,9,358.1,Barclays,Tablet,0,0,462,0
TXN100519,CUST4167,2021-05-14,05:21:41,Mobile Payment,Travel,6242.52,Mastercard,0,37,743,434,19,5,473.7,Citibank,,1,0,752,0
TXN100520,CUST5463,2021-03-06,16:56:53,Online Purchase,Luxury,2442.32,Amex,1,59,758,278,10,16,306.7,Axis,Web Browser,0,0,745,0
TXN100521,CUST8902,2021-11-14,10:08:09,Bank Transfer,Pharmacy,2810.45,Mastercard,0,32,1173,391,13,10,324.2,Barclays,,1,1,1290,0
TXN100522,CUST8986,2024-08-05,20:13:49,POS Terminal,Travel,46901.32,Discover,0,39,92,65,12,20,363.8,Citibank,POS Machine,2,1,549,1
TXN100523,CUST1850,2022-12-16,02:06:43,Online Purchase,Electronics,66625.62,Visa,0,64,1340,62,15,2,38.2,Barclays,Mobile App,1,1,816,1
TXN100524,CUST1895,2022-04-10,12:01:44,Bank Transfer,Electronics,12114.5,Mastercard,0,63,2058,251,12,12,399.1,HDFC,Mobile App,0,0,803,0
TXN100525,CUST5254,2024-01-02,18:59:26,POS Terminal,Pharmacy,1461.55,Visa,0,50,1123,162,16,18,54.6,Kotak,Web Browser,1,0,287,0
TXN100526,CUST9854,2023-10-03,14:58:01,Contactless Payment,Fuel,39744.69,Mastercard,0,33,153,438,8,14,426.4,Axis,ATM,1,0,165,0
TXN100527,CUST4932,2024-05-06,01:42:03,Mobile Payment,Groceries,6508.26,Amex,0,50,598,322,12,1,199.5,ICICI,Web Browser,1,0,1256,0
TXN100528,CUST6977,2024-11-17,04:34:24,Mobile Payment,Electronics,17965.21,Mastercard,0,70,3479,246,20,4,41.4,ICICI,Tablet,0,0,1371,1
TXN100529,CUST9567,2021-03-08,07:53:58,Mobile Payment,Electronics,57905.98,Discover,0,29,2694,204,14,7,76.0,Axis,Mobile App,0,0,651,1
TXN100530,CUST9589,2023-05-17,16:20:44,Bank Transfer,Entertainment,28858.98,Amex,0,49,3577,310,20,16,495.0,Yes Bank,Web Browser,5,1,1040,1
TXN100531,CUST2132,2021-09-08,06:37:16,Online Purchase,Clothing,9919.72,Amex,0,43,1206,356,12,6,134.2,Barclays,POS Machine,1,0,714,0
TXN100532,CUST8947,2024-12-28,23:02:18,Bank Transfer,Electronics,105396.58,Visa,0,60,3309,359,1,23,18.0,Kotak,Web Browser,0,0,914,0
TXN100533,CUST3819,2023-08-22,04:25:37,Contactless Payment,Travel,27073.88,Mastercard,1,61,1389,260,4,4,244.6,Yes Bank,POS Machine,5,0,952,0
TXN100534,CUST4707,2024-12-25,16:23:31,ATM Withdrawal,Fuel,24393.92,Discover,1,35,1212,356,17,16,173.3,Yes Bank,ATM,0,0,365,1
TXN100535,CUST1188,2024-04-07,07:28:22,Contactless Payment,Fuel,3605.92,Mastercard,0,65,177,159,17,7,94.0,ICICI,Tablet,1,0,122,0
TXN100536,CUST7893,2024-08-21,12:10:51,POS Terminal,Luxury,1683.64,Amex,0,49,3084,313,16,12,235.1,HDFC,Web Browser,3,0,459,0
TXN100537,CUST5617,2023-10-03,14:43:24,ATM Withdrawal,Jewellery,2238.33,Amex,0,,602,210,12,14,29.9,SBI,ATM,1,0,1004,0
TXN100538,CUST2469,2023-03-24,13:52:55,Contactless Payment,Restaurant,7063.13,RuPay,1,60,622,324,1,13,233.7,HDFC,POS Machine,0,0,638,0
TXN100539,CUST1053,2023-09-22,04:24:06,Online Purchase,Entertainment,164495.89,RuPay,1,72,3596,100,6,4,244.9,HDFC,Mobile App,4,1,,1
TXN100540,CUST5099,2021-12-12,23:56:49,Contactless Payment,Pharmacy,52621.63,Amex,0,43,2351,134,5,23,63.1,HDFC,Tablet,0,0,718,0
TXN100541,CUST8976,2021-12-10,17:50:00,Mobile Payment,Restaurant,11419.12,Mastercard,1,75,2813,95,2,17,88.1,Kotak,Web Browser,1,0,1064,0
TXN100542,CUST6104,2024-07-28,06:05:33,POS Terminal,Entertainment,10498.68,Mastercard,0,54,2315,57,4,6,179.6,Barclays,ATM,4,0,1255,0
TXN100543,CUST5544,2024-04-16,07:20:27,Online Purchase,Jewellery,14328.26,Discover,0,19,491,473,11,7,185.3,Axis,Tablet,0,0,16,0
TXN100544,CUST7247,2022-07-13,03:21:14,Contactless Payment,Electronics,7189.69,Discover,0,56,549,66,8,3,377.6,Axis,ATM,,0,1124,0
TXN100545,CUST5102,2024-10-17,01:48:27,Bank Transfer,Pharmacy,55125.13,Discover,0,31,1070,256,7,1,139.6,Citibank,Mobile App,0,0,1427,0
TXN100546,CUST3300,2021-05-03,22:09:46,Online Purchase,Travel,3780.95,RuPay,1,42,1984,71,8,22,304.2,Barclays,Tablet,0,1,979,0
TXN100547,CUST5965,2021-01-17,21:41:10,Mobile Payment,Electronics,5778.18,Visa,0,55,2898,132,3,21,264.4,Kotak,Mobile App,0,0,939,0
TXN100548,CUST2908,2023-07-21,22:44:56,ATM Withdrawal,Groceries,12230.61,RuPay,1,32,1909,48,8,22,215.4,Kotak,POS Machine,3,0,858,1
TXN100549,CUST2121,2021-09-26,03:42:12,Mobile Payment,Entertainment,13777.57,Visa,0,53,2317,437,15,3,345.3,SBI,,0,0,1110,0
TXN100550,CUST5969,2021-12-01,09:22:38,POS Terminal,Entertainment,27730.75,Discover,0,51,2669,167,19,9,257.6,ICICI,Web Browser,1,0,131,0
TXN100551,CUST6436,2024-08-06,13:03:16,Mobile Payment,Travel,78913.57,Amex,1,70,826,257,6,13,392.1,Citibank,POS Machine,5,0,642,1
TXN100552,CUST8938,2023-02-13,01:55:10,Online Purchase,Pharmacy,2617.19,Visa,0,47,2748,70,4,1,491.4,Barclays,Web Browser,0,0,826,0
TXN100553,CUST8876,2022-10-25,21:27:24,Bank Transfer,Luxury,56912.04,Amex,0,21,3040,216,9,21,326.8,Axis,Mobile App,2,0,,1
TXN100554,CUST1908,2024-02-15,20:39:13,Online Purchase,Entertainment,5489.79,Discover,0,65,897,464,16,20,374.9,Barclays,Web Browser,1,0,149,0
TXN100555,CUST1033,2023-12-08,19:35:46,Bank Transfer,Entertainment,8401.17,Amex,0,57,2881,291,1,19,219.9,HSBC,Tablet,0,0,735,0
TXN100556,CUST1366,2024-09-15,21:02:58,ATM Withdrawal,Electronics,2979.96,Mastercard,0,48,2019,245,7,21,107.9,SBI,POS Machine,1,1,959,0
TXN100557,CUST5643,2024-12-09,15:46:59,Bank Transfer,Electronics,3427.1,Mastercard,1,,2919,33,1,15,78.0,Citibank,POS Machine,0,0,340,0
TXN100558,CUST1895,2022-01-17,01:19:06,Bank Transfer,Travel,27108.89,RuPay,0,32,1611,288,15,1,375.8,HDFC,Tablet,2,0,1239,1
TXN100559,CUST5714,2021-03-11,07:44:50,Bank Transfer,Clothing,10314.84,Discover,0,24,2794,447,1,7,41.9,Kotak,ATM,1,0,957,0
TXN100560,CUST6081,2023-07-05,22:29:11,POS Terminal,Groceries,10465.57,Amex,0,68,1838,290,8,22,226.6,SBI,ATM,0,0,793,0
TXN100561,CUST5942,2024-05-04,04:24:11,Online Purchase,Luxury,1218.07,Amex,1,62,1182,50,14,4,253.5,Yes Bank,POS Machine,0,0,665,0
TXN100562,CUST9891,2024-11-18,13:07:31,Contactless Payment,Restaurant,39214.87,Amex,0,75,173,175,15,13,214.6,HDFC,Mobile App,0,0,515,0
TXN100563,CUST6140,2024-12-28,01:11:39,Online Purchase,Entertainment,21221.44,Visa,0,30,3287,79,16,1,286.0,Yes Bank,ATM,0,1,,1
TXN100564,CUST5563,2023-01-07,21:21:02,Contactless Payment,Luxury,81761.28,RuPay,0,50,87,215,16,21,397.3,PNB,Tablet,0,0,909,1
TXN100565,CUST3279,2023-12-25,17:17:02,ATM Withdrawal,Travel,8579.7,RuPay,0,57,2126,348,19,17,41.1,HSBC,Tablet,0,0,936,0
TXN100566,CUST2015,2023-08-14,14:15:57,Contactless Payment,Jewellery,10793.05,Mastercard,1,57,3342,55,2,14,398.5,Axis,Tablet,0,0,1122,0
TXN100567,CUST1358,2023-10-12,00:01:14,POS Terminal,Travel,25451.93,Visa,0,29,3135,336,13,0,258.2,Yes Bank,Mobile App,0,1,429,1
TXN100568,CUST3510,2022-07-05,21:09:26,Online Purchase,Fuel,104067.04,Mastercard,0,54,3363,77,18,21,85.0,Kotak,ATM,0,1,1239,1
TXN100569,CUST3366,2023-12-19,02:25:19,Contactless Payment,Entertainment,10167.71,Amex,0,37,381,350,1,2,,PNB,Mobile App,0,0,1204,0
TXN100570,CUST6902,2023-10-17,07:16:22,Online Purchase,Luxury,48214.11,Mastercard,0,75,3035,366,20,7,279.4,HDFC,ATM,1,0,68,1
TXN100571,CUST1680,2022-02-28,03:41:20,Bank Transfer,Electronics,73040.66,Amex,0,31,375,53,12,3,137.0,Barclays,Mobile App,0,1,462,1
TXN100572,CUST5980,2021-02-04,07:11:28,Contactless Payment,Travel,96619.42,Discover,1,42,2991,66,1,7,339.2,Axis,Mobile App,3,1,123,1
TXN100573,CUST1930,2024-12-15,04:39:47,Mobile Payment,Jewellery,56445.5,RuPay,0,69,1106,207,9,4,22.3,Axis,,0,0,937,1
TXN100574,CUST6945,2022-04-27,03:03:46,ATM Withdrawal,Jewellery,86343.34,RuPay,1,38,448,321,13,3,466.7,Citibank,ATM,0,0,696,1
TXN100575,CUST6198,2024-06-03,23:26:35,Bank Transfer,Pharmacy,5164.94,Discover,1,62,3153,392,5,23,379.2,Barclays,ATM,0,0,298,0
TXN100576,CUST6446,2023-05-09,11:12:53,Contactless Payment,Electronics,78146.88,Mastercard,0,50,879,334,20,11,284.8,Citibank,Tablet,0,0,670,1
TXN100577,CUST9216,2024-11-16,19:20:09,ATM Withdrawal,Entertainment,2222.67,Amex,0,52,2663,357,14,19,253.3,SBI,Mobile App,1,0,908,0
TXN100578,CUST1886,2021-09-19,12:27:41,Online Purchase,Electronics,18362.02,Visa,0,,2879,484,15,12,251.5,Barclays,Web Browser,0,1,1389,1
TXN100579,CUST7170,2022-01-12,07:45:53,Online Purchase,Fuel,18041.89,Mastercard,0,71,860,63,15,7,399.2,ICICI,POS Machine,3,0,1419,0
TXN100580,CUST6796,2023-05-19,11:25:04,Online Purchase,Entertainment,11639.74,Mastercard,0,29,2408,476,1,11,404.4,SBI,ATM,0,0,694,0
TXN100581,CUST4894,2024-09-02,22:27:17,Mobile Payment,Luxury,7698.27,Visa,0,63,2336,263,7,22,110.6,Barclays,Web Browser,0,0,1371,0
TXN100582,CUST1439,2022-12-11,03:40:36,Mobile Payment,Luxury,8234.62,Mastercard,0,45,1960,122,10,3,331.0,Axis,Web Browser,0,0,359,0
TXN100583,CUST9402,2024-05-21,14:21:36,Online Purchase,Clothing,2590.19,Amex,0,29,1846,157,3,14,208.3,HDFC,POS Machine,2,0,585,0
TXN100584,CUST4936,2021-11-26,10:15:49,Mobile Payment,Electronics,22235.22,RuPay,0,19,3162,107,20,10,285.3,Barclays,ATM,4,0,864,1
TXN100585,CUST1844,2022-11-10,03:18:28,Online Purchase,Jewellery,36731.81,Discover,0,75,704,42,12,3,150.2,SBI,POS Machine,0,1,345,1
TXN100586,CUST5705,2024-05-12,03:41:47,Mobile Payment,Luxury,54195.4,Visa,0,39,3160,40,12,3,482.5,Citibank,Tablet,0,0,5,1
TXN100587,CUST3398,2021-03-22,12:09:20,Contactless Payment,Clothing,7358.05,Mastercard,0,23,302,368,11,12,294.8,Yes Bank,Mobile App,0,0,1176,0
TXN100588,CUST1889,2023-12-05,23:39:48,ATM Withdrawal,Clothing,23226.13,RuPay,1,18,3015,33,9,23,189.7,Kotak,ATM,0,0,90,1
TXN100589,CUST3366,2022-03-13,20:54:26,Bank Transfer,Restaurant,61257.73,Visa,1,,3340,278,12,20,57.0,Kotak,Web Browser,0,1,1256,1
TXN100590,CUST1755,2024-08-28,14:52:44,Online Purchase,Groceries,2695.53,Mastercard,0,57,2299,29,12,14,144.5,Yes Bank,ATM,0,0,742,0
TXN100591,CUST3909,2021-06-28,12:15:53,Online Purchase,Fuel,5531.83,Visa,0,66,3592,68,19,12,36.6,Axis,Tablet,1,0,1134,0
